ID,identifier,companyname,countryofexchange,gicsindustryname,year,fv,esg,size,lev,lctat,lctlt,chlct,ch,cf,cheat,inventory,fixed,growth,ni,boardmeetings,female,ceo,g_score,e_score,gdpgrowth,gdppercapita,inf,climateriskscore,n_years
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2022,8.226007,66.0798,9.132904,0.0199956,0.3437652,0.8463258,0.0186858,0.0352671,-3.78E+07,0.1798608,0.3350267,0.2143207,11.45326,1.30E+08,5,7.142857,TRUE,74.80522,81.98145,7.609365,3.370596,5.897142,1.632131,3
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2023,7.495731,64.75215,9.173659,0.0243841,0.3445015,0.8590333,0.0132615,0.0168347,-2.39E+07,0.2682205,0.2823637,0.233511,8.972177,1.53E+08,6,7.142857,TRUE,62.36554,81.82584,9.190755,3.403141,2.591949,1.322465,3
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2024,6.721151,59.57054,9.208463,0.0230669,0.3457613,0.8704139,0.012564,0.0541124,6.33E+07,0.2648547,0.2949728,0.2439351,14.27023,1.72E+08,5,7.142857,TRUE,53.66462,78.18227,6.484224,3.430827,3.20181,1.830311,3
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2022,4.76254,78.99985,9.635164,0.3349875,0.4920912,0.7744842,0.0033805,0,-1.87E+08,0.2049289,0.0538247,0.557335,6.999182,1.25E+09,7,50,TRUE,83.99934,71.59508,7.609365,3.370596,5.897142,2.339388,3
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2023,5.156849,76.07487,9.60923,0.2573241,0.3198407,0.5797326,0.0048888,0,-719856,0.2784826,0.0595368,0.5802331,-16.36186,9.31E+08,6,44.44444,TRUE,78.67456,68.47675,9.190755,3.403141,2.591949,2.164737,3
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2024,5.139664,75.52127,9.605981,0.3179762,0.3247028,0.5291533,0.0085722,0,5032183,0.266051,0.0575239,0.6115106,14.9087,1.21E+09,8,55.55556,TRUE,79.76343,67.67786,6.484224,3.430827,3.20181,2.478093,3
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2022,2.673316,21.64919,8.40896,0.1675345,0.5406139,0.7913181,0.0667451,0,690116.9,0.0847178,0.2720205,0.3158312,13.47005,1818403.1,6,7.142857,TRUE,6.603765,21.18801,7.609365,3.370596,5.897142,1.603542,3
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2023,2.624221,23.08924,8.417509,0.0753008,0.5729038,0.8540741,0.0831912,0,3343731,0.1413369,0.2473587,0.2753981,4.278683,6041991.6,8,7.142857,TRUE,11.50842,25.18171,9.190755,3.403141,2.591949,1.838533,3
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2024,2.44041,29.92345,8.440762,0.1060731,0.53582,0.8334884,0.0864905,0,628437.7,0.1447705,0.2840407,0.2835359,11.91429,13915740,8,7.692307,TRUE,15.13132,43.42192,6.484224,3.430827,3.20181,2.229581,3
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2022,2.16214,31.00081,9.186512,0.0065569,0.3354326,0.9024348,0.0146826,0.0034413,3725657,0.1522542,0.0040243,0.5667529,69.88694,2.00E+08,12,10,TRUE,27.36629,23.39207,7.609365,3.370596,5.897142,1.513053,3
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2023,1.975583,30.02549,9.231993,0.0057082,0.286922,0.8895541,0.029066,0.007064,1.36E+07,0.2350174,0.0039184,0.5616591,-2.353167,2.38E+08,19,9.090909,TRUE,22.65008,26.66984,9.190755,3.403141,2.591949,1.311501,3
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2024,1.819102,27.11831,9.260893,0.0060001,0.2768738,0.868793,0,0.1453891,-8709187,0.2635875,0.0031294,0.5589531,3.91755,2.01E+08,12,0,TRUE,8.569877,31.31607,6.484224,3.430827,3.20181,1.181579,3
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2022,5.047023,65.14267,9.307022,0.0064614,0.0809672,0.4134961,0.1191641,0.0120376,1.90E+07,0.1588526,0,0.0108433,36.37324,-8575827.7,13,20,TRUE,81.63481,29.82857,7.609365,3.370596,5.897142,1.378294,3
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2023,2.400069,70.36665,9.636491,0.0068268,0.041441,0.2566066,0.1254234,0.0039985,-3527175,0.2455484,0,0.0087465,6.583873,71332094,12,25,TRUE,84.12252,22.51243,9.190755,3.403141,2.591949,1.365527,3
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2024,2.060255,71.16839,9.699441,0.0062506,0.0404718,0.2200011,0.0703447,0.0033015,-8065419,0.1148264,0,0.0085499,9.587873,1.91E+08,6,18.18182,TRUE,86.28419,22.79149,6.484224,3.430827,3.20181,1.708627,3
186,INFY.NS,Infosys Ltd,India,IT Services,2022,4.610956,92.59441,10.18508,0.0659614,0.3114548,0.7773612,0,0.0768106,-6.45E+08,0.1487006,0,0.1630635,11.46481,2.93E+09,8,25,TRUE,97.24034,76.93349,7.609365,3.370596,5.897142,2.458716,3
186,INFY.NS,Infosys Ltd,India,IT Services,2023,4.385486,91.08678,10.21839,0.0606542,0.2814954,0.7805948,0,0.1047644,3.13E+08,0.2215479,0.0025832,0.1394271,3.208508,3.15E+09,8,12.5,TRUE,94.7096,76.68262,9.190755,3.403141,2.591949,1.685982,3
186,INFY.NS,Infosys Ltd,India,IT Services,2024,4.153134,91.11195,10.24119,0.0552507,0.2877712,0.807196,0,0.1613869,1.13E+09,0.2617594,0.0027736,0.1269484,3.458316,3.13E+09,6,22.22222,TRUE,94.96601,76.73174,6.484224,3.430827,3.20181,1.908447,3
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2022,10.72341,46.61148,8.791951,0.0165388,0.469931,0.9161075,0.1793307,0,7380879,0.4649921,0.0018884,0.0698414,74.15858,1.22E+08,8,14.28571,TRUE,26.15207,50.23416,7.609365,3.370596,5.897142,1.754353,3
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2023,9.022097,43.18803,8.863794,0.0099079,0.4320478,0.919723,0.268399,0,3.33E+07,0.4408851,0.0018002,0.1240905,18.85486,1.33E+08,8,14.28571,TRUE,28.46382,33.80496,9.190755,3.403141,2.591949,1.572138,3
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2024,8.230657,38.22227,8.900763,0.0132064,0.4122305,0.8937687,0.1346825,0,-3.85E+07,0.3634572,0.001647,0.1195802,6.784409,1.54E+08,7,0,TRUE,24.68872,39.20454,6.484224,3.430827,3.20181,2.048424,3
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2022,4.377267,45.77875,8.622482,0.0133274,0.2485199,0.6175857,0,0.0168686,1041748,0.7299307,0,0.015755,20.81667,34545643,5,16.66667,TRUE,48.19641,33.02516,7.609365,3.370596,5.897142,2.185179,3
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2023,4.367901,59.89122,8.616737,0.0117923,0.3095497,0.6233699,0.0440266,0.0109624,3203120,0.6647977,0,0.0141188,19.71683,40066347,4,14.28571,TRUE,60.94102,58.04684,9.190755,3.403141,2.591949,1.151395,3
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2024,3.758775,60.29058,8.684626,0.0079921,0.2955123,0.6269545,0.0595978,0.000165,-1324751,0.8124256,0,0.0080209,13.15614,64446811,5,12.5,TRUE,62.55172,51.37757,6.484224,3.430827,3.20181,1.369658,3
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2022,1.883606,62.49998,9.753469,0.4119371,0.1752712,0.3205762,0.0027442,0,-1.17E+08,0.0057393,0.0021644,0.7024568,-5.40244,2.48E+08,5,15.38461,TRUE,86.63686,48.44584,7.609365,3.370596,5.897142,2.947544,3
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2023,1.593618,59.90496,9.826255,0.3674939,0.1817959,0.352304,0.0058189,0.0000716,4883024,0.0013355,0.0033347,0.710768,-0.6678044,7.24E+08,9,14.28571,TRUE,85.08372,47.77056,9.190755,3.403141,2.591949,2.727954,3
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2024,1.394797,66.71941,9.8688,0.3349016,0.1549275,0.3190803,0.0152961,0.0270127,1.01E+07,0.1261646,0.0043976,0.7109222,2.73389,1.16E+09,7,13.33333,TRUE,75.50239,59.67855,6.484224,3.430827,3.20181,2.936746,3
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2022,3.740971,52.82578,9.85744,0.758059,0.4030965,0.3646054,0.0273413,0.0104081,3.07E+07,0.4702818,0.010964,0.4672596,93.97283,-37218720,13,25,TRUE,76.9072,35.86318,7.609365,3.370596,5.897142,1.994571,3
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2023,2.736133,50.10171,9.994096,0.6236585,0.3745637,0.3838845,0.0195749,0.0011227,-6.87E+07,0.5379535,0.0090067,0.439107,24.74749,9.81E+08,13,12.5,0,61.08887,39.13027,9.190755,3.403141,2.591949,2.339991,3
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2024,1.968939,64.81262,10.13216,0.5767246,0.2953795,0.3213684,0.0137414,0.0052044,4.42E+07,0.5188575,0.0180027,0.4467449,14.38627,8.49E+08,15,12.5,FALSE,74.73812,62.39312,6.484224,3.430827,3.20181,1.630721,3
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2022,0.4209369,69.34949,10.73048,0.337267,0.467829,0.6842713,0.0031447,0.0007845,-2.19E+07,0.027288,0.2741737,0.5072963,19.30213,1.43E+09,9,12.5,0,30.75458,84.74922,7.609365,3.370596,5.897142,1.555913,3
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2023,0.3899191,68.1933,10.76247,0.2749544,0.4486339,0.7238904,0.0045379,0.0005485,3.00E+07,0.0292964,0.2516281,0.5171974,-8.69825,5.18E+09,12,6.666667,0,27.38894,86.78592,9.190755,3.403141,2.591949,2.017758,3
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2024,0.377587,69.65585,10.77318,0.3004152,0.4549801,0.7198159,0.002723,0.0000892,-6.71E+07,0.0268548,0.2246713,0.5344645,-4.878631,1.61E+09,15,12.5,0,31.80994,83.90218,6.484224,3.430827,3.20181,1.880133,3
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2022,2.651891,44.29526,8.373174,0.0305304,0.5418945,0.9500296,0.0551217,0.0597893,764130.9,0.1924513,0.1237576,0.127283,16.56332,23730075,6,10,TRUE,56.32393,18.24259,7.609365,3.370596,5.897142,1.25162,3
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2023,2.141859,64.57721,8.468148,0.0622247,0.5140449,0.8795811,0.0805065,0.0207776,-2605735,0.1872727,0.111311,0.163631,16.32076,23437600,6,9.090909,TRUE,65.13562,43.15302,9.190755,3.403141,2.591949,1.996789,3
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2024,1.733672,65.58321,8.543512,0.1080033,0.4915255,0.8252437,0.0559423,0.0181191,-508613.2,0.116044,0.1173497,0.2293864,13.71437,24371539,8,8.333333,FALSE,61.38301,56.90301,6.484224,3.430827,3.20181,1.868956,3
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2022,3.924752,47.91003,9.021171,0.171713,0.2093357,0.6485468,0.0507692,0.1351857,7.16E+07,0.2641847,0.2055555,0.3123633,-1.048679,59874635,7,12.5,TRUE,71.49013,20.31138,7.609365,3.370596,5.897142,1.858068,3
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2023,3.044546,51.8387,9.124468,0.129567,0.2121954,0.4939391,0.0589182,0.0063164,-9.88E+07,0.0965963,0.2262757,0.4200633,21.63108,63492502,6,12.5,TRUE,69.16834,27.50681,9.190755,3.403141,2.591949,1.688583,3
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2024,3.018207,54.28848,9.138716,0.1158738,0.2029004,0.4958791,0.0537838,0.0033017,1.98E+07,0.0970962,0.2210279,0.3983946,13.17128,92162668,8,22.22222,TRUE,64.6675,35.05331,6.484224,3.430827,3.20181,1.49622,3
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022,0.9749527,16.51627,9.276717,0.0968452,0.4676071,0.7036091,0.0964078,0.1054019,1.31E+08,0.3355676,0.0121629,0.0137649,29.79097,93138997,9,11.11111,TRUE,3.692736,19.48533,7.609365,3.370596,5.897142,1.890725,3
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2023,0.8679427,26.51443,9.320943,0.1472827,0.4021172,0.6059641,0,0.2855998,-1.90E+07,0.4795259,0.0027338,0.0438061,17.23516,1.12E+08,8,18.18182,TRUE,10.68604,25.48443,9.190755,3.403141,2.591949,2.019312,3
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2024,0.7778269,26.13031,9.358796,0.2202289,0.370175,0.5476565,0,0.2449445,1.17E+07,0.4211156,0.0046529,0.1013561,-14.88743,85176126,9,20,TRUE,14.11316,22.11955,6.484224,3.430827,3.20181,2.471105,3
196,ITC.NS,ITC Ltd,India,Tobacco,2022,5.465822,84.61132,10.01925,0.0035669,0.1599783,0.8213558,0.0333544,0.0000592,1.69E+07,0.2148362,0.1387252,0.2908221,8.411043,2.37E+09,6,12.5,TRUE,68.28921,95.60204,7.609365,3.370596,5.897142,2.098681,3
196,ITC.NS,ITC Ltd,India,Tobacco,2023,5.184341,82.70856,10.04206,0.0033077,0.1490904,0.7904772,0.0355892,0.00151,2.29E+07,0.1589636,0.1557604,0.2926463,-4.811585,2.42E+09,6,12.5,TRUE,57.61485,96.30647,9.190755,3.403141,2.591949,1.252063,3
196,ITC.NS,ITC Ltd,India,Tobacco,2024,5.594174,84.34341,10.01322,0.0032335,0.1627199,0.7936661,0.0291194,0.0022999,2.27E+07,0.2176228,0.1797709,0.2168036,7.735204,2.35E+09,6,18.75,TRUE,63.74825,95.85678,6.484224,3.430827,3.20181,1,3
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2022,1.420195,27.85681,8.262733,0.0020543,0.0211261,0.4373116,0.1596642,0,-651351,0.1102828,0.1402397,0.0734699,-23.75216,-1650036.5,5,37.5,TRUE,87.93519,3.061594,7.609365,3.370596,5.897142,1.692826,3
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2023,1.366084,27.80686,8.270386,0,0.0180586,0.4168934,0.1204194,0.0033794,-21955.61,0.1589797,0.1381725,0.0648533,-23.19869,6340935.8,6,37.5,TRUE,88.58743,4.673913,9.190755,3.403141,2.591949,1.699382,3
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2024,1.42926,26.87033,8.234751,0,0.0167199,0.398473,0.1736649,0,102984.2,0.1068463,0.140712,0.0611679,9.051824,7820947.9,5,37.5,TRUE,84.71353,4.726429,6.484224,3.430827,3.20181,1.699382,3
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2022,0.3081888,51.85096,9.126868,0.3604789,0.3830159,0.7238543,0.0265667,0.0005181,-2.22E+07,0.0098118,0.2159134,0.3651111,12.52356,-14700219,6,16.66667,TRUE,56.07613,32.36325,7.609365,3.370596,5.897142,1.971879,3
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2023,0.2983971,54.78214,9.128222,0.3608231,0.3552552,0.6911052,0.0217809,0.0000779,-3617157,0.0091807,0.2221521,0.3641216,5.130528,10919016,7,16.66667,TRUE,72.14689,32.11547,9.190755,3.403141,2.591949,2.99462,3
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2024,0.2929919,65.12067,9.127066,0.3492546,0.3585303,0.7042099,0,0.0088294,-837916.9,0.0533441,0.1616409,0.3709083,-8.015958,3006436.5,6,15.38461,TRUE,65.83389,66.1141,6.484224,3.430827,3.20181,2.842354,3
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2022,0.703029,28.89348,9.323565,0.2750645,0.1492933,0.3765647,0.0226756,1.16E-06,-405306.7,0.0096017,0.0725475,0.786606,15.59754,6745374.9,6,16.66667,TRUE,67.79122,11.08589,7.609365,3.370596,5.897142,1.460221,3
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2023,0.7048458,27.8534,9.317223,0.2453895,0.103314,0.3063366,0.0173634,0,-3307739,0.0545193,0.0590253,0.75507,15.19971,1.23E+08,4,16.66667,TRUE,60.94102,12.10439,9.190755,3.403141,2.591949,1.885254,3
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2024,0.6783705,37.29773,9.318357,0.2124331,0.0889737,0.2874882,0.0587317,0.0449577,1.01E+08,0.0880134,0.061272,0.717359,-21.21653,95207724,5,20,TRUE,72.16585,20.61066,6.484224,3.430827,3.20181,2.28997,3
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2022,0.9175542,25.70954,8.867347,0.5639679,0.6549839,0.9923064,0.0181617,0.0347986,-1.34E+07,0.0416845,0.2120416,0.5909196,-1.659171,27613644,6,8.333333,TRUE,40.03276,24.97877,7.609365,3.370596,5.897142,1.711676,3
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2023,0.9062421,35.51346,8.864458,0.5302495,0.1223636,0.1945375,0.1198369,0,2093017,0.0145684,0.2855589,0.5713627,-7.788631,25192897,4,8.333333,TRUE,61.49339,28.97236,9.190755,3.403141,2.591949,1.630634,3
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2024,0.970219,34.7947,8.827311,0.4790795,0.1620341,0.2763941,0.1674584,0,7762786,0.0249105,0.2456441,0.6004964,-1.369613,13186495,6,8.333333,TRUE,35.6228,31.42994,6.484224,3.430827,3.20181,1.561722,3
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2022,7.239758,33.21072,8.636042,0.1610768,0.1560128,0.5164786,0.0902203,0.0075725,2481780,0.0953811,0.1249555,0.1621956,20.01201,49903274,10,16.66667,TRUE,20.88469,28.76579,7.609365,3.370596,5.897142,1.55982,3
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2023,6.521243,28.97641,8.680516,0.0945528,0.2173757,0.8108217,0.0745353,0.005884,1353413,0.1274872,0.1286372,0.1589539,9.054659,66302076,9,16.66667,TRUE,14.66858,19.90972,9.190755,3.403141,2.591949,2.157015,3
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2024,6.137683,37.83666,8.6991,0.0065258,0.1479578,0.7523686,0.1250769,0.0084235,3145220,0.109919,0.1281605,0.1536447,9.687123,77189210,6,16.66667,TRUE,15.57069,27.06077,6.484224,3.430827,3.20181,2.121547,3
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2022,4.01509,16.48655,8.634075,0.481435,0.4908869,0.6924357,0.0167183,0,-283471.3,0.0201985,0.1307604,0.4492742,11.60322,15230222,5,14.28571,TRUE,23.2372,4.452376,7.609365,3.370596,5.897142,2.224334,3
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2023,2.945282,14.08772,8.76616,0.4371895,0.5797044,0.7627934,0.0137189,0,1158380,0.0207311,0.1586231,0.3290137,28.00982,23242364,5,14.28571,TRUE,21.49459,7.812738,9.190755,3.403141,2.591949,1.994308,3
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2024,2.437219,29.54699,8.835422,0.4496422,0.529041,0.6878614,0.0163889,0.0085475,7259228,0.0412134,0.108834,0.2656632,6.557701,25117765,4,14.28571,TRUE,33.10554,28.46595,6.484224,3.430827,3.20181,1.722715,3
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2022,2.483014,39.67194,8.337851,0.1079174,0.5614982,0.8892086,0.0069004,0.0084089,-1032132,0.0113141,0.4876131,0.2166232,2.026988,-9997565.7,4,16.66667,TRUE,41.10559,39.04687,7.609365,3.370596,5.897142,2.10284,3
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2023,2.743535,43.50976,8.298474,0.0290124,0.5842616,0.9013265,0.0034702,0.0413101,5980804,0.0395812,0.396441,0.2268679,-20.68131,-9083383.3,6,14.28571,TRUE,27.74115,62.88558,9.190755,3.403141,2.591949,2.00035,3
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2024,2.547527,46.35581,8.32336,0.0233663,0.5964417,0.9265319,0.001519,0.0754459,7671153,0.0808547,0.4320381,0.1887148,40.13227,6884727.9,5,16.66667,TRUE,29.27373,69.01218,6.484224,3.430827,3.20181,2.729051,3
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2022,2.03012,14.78372,8.309971,0.499215,0.4404622,0.7191177,0.0172085,0,402263.9,0.2318649,0.2265514,0.2228173,-25.27504,14084189,7,25,TRUE,22.03683,19.27542,7.609365,3.370596,5.897142,1.208362,3
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2023,1.969445,26.10068,8.319807,0.5073277,0.4620355,0.7872533,0.0053495,0,-1009202,0.180563,0.2574867,0.2095091,-13.61464,9075920.8,5,11.11111,TRUE,23.96405,15.89544,9.190755,3.403141,2.591949,1.699561,3
204,JINW.NS,Jindal Worldwide Ltd,India,"Textiles, Apparel & Luxury Goods",2024,1.904449,30.46278,8.322616,0.4430813,0.4656278,0.8313646,0.032922,0,2718619,0.1722291,0.2363304,0.1968106,23.02816,8878174.4,4,25,TRUE,48.62513,18.57909,6.484224,3.430827,3.20181,1.248032,3
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2022,3.743468,59.38818,9.208703,0.3983562,0.2218152,0.3427218,0.0313637,0.0121123,1.88E+07,0.110869,0.0866117,0.6591074,12.37591,50672566,6,13.33333,TRUE,62.01958,49.40508,7.609365,3.370596,5.897142,2.006728,3
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2023,3.45225,63.97611,9.249417,0.3749083,0.2297025,0.3603704,0.0000706,0.0069801,-9928014,0.117913,0.0866803,0.6333683,17.18909,94772645,4,13.33333,TRUE,79.97538,53.68314,9.190755,3.403141,2.591949,2.257035,3
205,JKCE.NS,J K Cement Ltd,India,Construction Materials,2024,3.132317,66.23965,9.290524,0.3613711,0.2342654,0.3689294,0.0000589,0.0139471,1.44E+07,0.1369604,0.0851522,0.6274471,0.270082,1.02E+08,6,21.42857,TRUE,80.18011,52.46518,6.484224,3.430827,3.20181,2.493449,3
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2022,0.6729714,35.73843,9.180459,0.392202,0.4226087,0.5811575,0.0329128,0,9627556,0.0193588,0.177194,0.5140691,12.90491,32222493,4,16.66667,TRUE,39.26797,38.92388,7.609365,3.370596,5.897142,1.881796,3
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2023,0.6036996,30.19753,9.228144,0.3270413,0.4034052,0.5917902,0.0301313,0,-219556.1,0.0597853,0.1656981,0.4915417,0.9741072,97358128,4,16.66667,TRUE,23.258,33.76486,9.190755,3.403141,2.591949,1.954563,3
206,JKIN.NS,JK Tyre & Industries Ltd,India,Automobile Components,2024,0.5903328,28.21672,9.230221,0.3382598,0.3994567,0.5998517,0.0321622,0,1779988,0.0488436,0.1758897,0.4780758,-4.465803,60361615,4,18.18182,TRUE,27.17826,31.48201,6.484224,3.430827,3.20181,2.157198,3
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2022,1.061765,27.35785,8.724405,0.1256448,0.4170257,0.901005,0.0357123,0,-5418172,0.0180577,0.1003983,0.2368931,10.08635,33397201,5,16.66667,TRUE,29.65726,20.71348,7.609365,3.370596,5.897142,2.51621,3
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2023,0.9918576,32.40082,8.752125,0.1258137,0.3751014,0.8551587,0.058402,0,4596581,0.0256866,0.1152274,0.2296959,14.4273,39423239,7,16.66667,TRUE,26.57355,27.45099,9.190755,3.403141,2.591949,3.268695,3
207,JKIP.NS,J Kumar Infraprojects Ltd,India,Construction & Engineering,2024,0.8340721,39.33723,8.821514,0.1243445,0.3998626,0.8523892,0.0299032,0.1365078,-4147607,0.2086652,0.0891529,0.2080679,13.82113,45781989,8,12.5,TRUE,28.01739,39.68531,6.484224,3.430827,3.20181,2.174224,3
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2022,1.565724,31.97483,8.900972,0.287384,0.2508168,0.4390054,0.0322697,0.0137032,8387293,0.1322764,0.1286687,0.6457988,9.966293,44925755,4,20,TRUE,35.10665,24.11646,7.609365,3.370596,5.897142,1.984758,3
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2023,1.361454,44.61421,8.962758,0.2724195,0.2662784,0.4563885,0.0400925,0.0058823,-1952010,0.0960566,0.1295732,0.6553743,3.720841,58532693,4,25,TRUE,57.9877,35.54765,9.190755,3.403141,2.591949,1.839755,3
208,JKLC.NS,JK Lakshmi Cement Ltd,India,Construction Materials,2024,1.252948,45.93953,8.99664,0.3082754,0.2383095,0.4034945,0,0.0232217,-5928613,0.1029482,0.101995,0.6349925,-11.01925,35341135,4,25,TRUE,60.4702,36.71384,6.484224,3.430827,3.20181,1.62223,3
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2022,1.14679,57.81425,10.40978,0.383048,0.3314557,0.4812323,0.0330032,0.0621334,8.05E+08,0.0944206,0.16781,0.5889719,4.746071,5.04E+08,5,25,TRUE,32.73434,60.99468,7.609365,3.370596,5.897142,1.959523,3
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2023,1.07618,60.54199,10.43741,0.3855599,0.2895074,0.4388855,0.043987,0.011192,-8.87E+08,0.0331519,0.1723416,0.6083139,3.945176,1.08E+09,5,30.76923,TRUE,34.40532,73.22591,9.190755,3.403141,2.591949,1.806791,3
209,JSTL.NS,JSW Steel Ltd,India,Metals & Mining,2024,1.034921,65.58927,10.44984,0.4101985,0.2518298,0.3759845,0.0492198,0.033484,4.24E+08,0.0754699,0.1514526,0.5903789,-5.903215,4.09E+08,6,27.27273,TRUE,35.04888,78.13179,6.484224,3.430827,3.20181,2.40116,3
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2022,1.446631,40.59312,9.132874,0.3295581,0.1588651,0.3078492,0.5601196,0.0016157,3663583,0.0934639,0.1274125,0.3016245,-5.333485,-7896908.5,5,8.333333,TRUE,17.95717,62.84726,7.609365,3.370596,5.897142,1.590957,3
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2023,1.406008,37.64284,9.14162,0.3172706,0.163571,0.3089327,0.4781366,0.0043902,-6898621,0.0842799,0.1128978,0.3192709,5.181277,8722255.5,5,7.692307,TRUE,12.98053,61.62885,9.190755,3.403141,2.591949,1.664956,3
210,JUBA.NS,Jubilant Pharmova Ltd,India,Pharmaceuticals,2024,1.26229,38.7142,9.174016,0.2140886,0.1696874,0.3329386,0.4927469,0.0015365,1.54E+07,0.091744,0.0900411,0.4051456,5.27841,97870099,5,7.692307,TRUE,16.70958,56.51242,6.484224,3.430827,3.20181,1.907937,3
