ID,identifier,companyname,countryofexchange,gicsindustryname,year,fv,esg,size,lev,lctat,lctlt,chlct,ch,cf,cheat,inventory,fixed,growth,ni,boardmeetings,female,ceo,g_score,e_score,gdpgrowth,gdppercapita,inf,climateriskscore,n_years
267,NEWG.NS,Newgen Software Technologies Ltd,India,Software,2022,8.515943,62.00231,8.21398,0.0317629,0.2204317,0.8183668,0,0.1549355,541613.9,0.3538742,0,0.1699949,15.51087,21544730,6,28.57143,FALSE,73.50768,49.51876,7.609365,3.370596,5.897142,1.725108,3
267,NEWG.NS,Newgen Software Technologies Ltd,India,Software,2023,7.298684,67.90689,8.306075,0.0287626,0.225078,0.8199131,0.2912603,0.0083096,1985903,0.5430513,0.0006133,0.1410946,25.88264,30186563,6,28.57143,FALSE,76.97466,55.7282,9.190755,3.403141,2.591949,1.360572,3
267,NEWG.NS,Newgen Software Technologies Ltd,India,Software,2024,6.000191,66.54617,8.378998,0.0261529,0.2113886,0.8177609,0.240006,6.80E-06,-2434535,0.5342948,0.0002689,0.1220448,16.60272,36892030,6,28.57143,FALSE,70.78903,54.33321,6.484224,3.430827,3.20181,1.360572,3
268,NIIT.NS,NIIT Ltd,India,Diversified Consumer Services,2022,1.262239,38.66381,8.14233,0.0112978,0.1137425,0.8986606,0.3762067,0,-580209.4,0.313049,0.0006095,0.1303655,25.79156,1353091.5,7,33.33333,TRUE,35.99435,32.89651,7.609365,3.370596,5.897142,1.636995,3
268,NIIT.NS,NIIT Ltd,India,Diversified Consumer Services,2023,1.254921,43.42727,8.144836,0.0071177,0.0975636,0.8743231,0.3422548,0,-1192202,0.6201688,0.0009068,0.1260267,-12.34014,4788722.3,9,33.33333,TRUE,36.11884,43.78964,9.190755,3.403141,2.591949,1.243194,3
268,NIIT.NS,NIIT Ltd,India,Diversified Consumer Services,2024,1.215961,43.43555,8.148866,0.005317,0.090854,0.8752391,0,0.0470642,-814160.3,0.6619475,0.0008763,0.1216939,14.93486,5794382.7,8,25,TRUE,33.75404,42.2275,6.484224,3.430827,3.20181,1.302833,3
269,NKML.NS,Nilkamal Ltd,India,Containers & Packaging,2022,1.070483,48.29086,8.402435,0.1691821,0.1789588,0.48795,0.0415844,0.0021741,-5523807,0.0127537,0.3258436,0.3838908,5.94452,16309348,4,8.333333,TRUE,72.07646,41.80188,7.609365,3.370596,5.897142,1.251847,3
269,NKML.NS,Nilkamal Ltd,India,Containers & Packaging,2023,1.00405,49.16386,8.425608,0.1827964,0.2037928,0.5581093,0.1652612,0.0032162,7436209,0.0554207,0.2783358,0.3626907,0.6329051,14688890,4,8.333333,TRUE,75.86807,35.38969,9.190755,3.403141,2.591949,1.305972,3
269,NKML.NS,Nilkamal Ltd,India,Containers & Packaging,2024,0.8898123,56.86526,8.473878,0.2085752,0.2410703,0.5801807,0.1766437,0.0120328,6674067,0.0617196,0.2825573,0.3947307,1.095027,12499157,4,8.333333,TRUE,82.53402,42.0397,6.484224,3.430827,3.20181,1.356235,3
270,NMDC.NS,NMDC Ltd,India,Metals & Mining,2022,1.937519,48.76114,9.561779,0.0710405,0.1971951,0.8055779,0.0157452,0,-3359299,0.2474674,0.0888254,0.1462395,-37.14145,6.74E+08,9,20,TRUE,21.64854,51.02711,7.609365,3.370596,5.897142,0,3
270,NMDC.NS,NMDC Ltd,India,Metals & Mining,2023,1.658259,44.54506,9.631289,0.0941863,0.2356864,0.8400511,0.0051233,0.00186,1966407,0.4020683,0.0775903,0.1612685,18.88706,6.69E+08,9,11.11111,TRUE,14.71308,44.94917,9.190755,3.403141,2.591949,1.901563,3
270,NMDC.NS,NMDC Ltd,India,Metals & Mining,2024,1.461246,54.30272,9.681145,0.1042708,0.2357741,0.8547667,0.0087729,0,-2875366,0.2682459,0.091105,0.2173972,9.433956,7.65E+08,8,10,TRUE,18.52649,71.22499,6.484224,3.430827,3.20181,1.945692,3
271,NSEN.NS,Nesco Ltd,India,Real Estate Management & Development,2022,4.234636,49.14466,8.43994,0.000181,0.0495795,0.3763792,0.1060068,0,988948.4,0.1919037,0.0086567,0.1037845,49.49954,35374428,4,33.33333,TRUE,45.3477,40.38758,7.609365,3.370596,5.897142,1,3
271,NSEN.NS,Nesco Ltd,India,Real Estate Management & Development,2023,3.641894,46.84971,8.502392,0.0000976,0.056692,0.4246668,0.1470067,0,1223335,0.1554846,0.008184,0.1062005,22.43597,43525327,5,20,TRUE,48.95207,32.6388,9.190755,3.403141,2.591949,1.371277,3
271,NSEN.NS,Nesco Ltd,India,Real Estate Management & Development,2024,3.279266,61.60384,8.547663,0.0003217,0.0485742,0.3793129,0.0950992,0,-954686.9,0.0972465,0.0071287,0.3484552,5.283597,43910228,4,33.33333,TRUE,66.57775,37.39948,6.484224,3.430827,3.20181,1.727518,3
272,NTPC.NS,NTPC Ltd,India,Independent Power and Renewable Electricity Producers,2022,0.6863969,50.04823,10.73653,0.4976704,0.1915999,0.2852209,0.004348,0.0002065,-2.56E+07,0.0048795,0.0420269,0.7324614,23.76147,2.13E+09,15,8.333333,TRUE,21.43777,51.60521,7.609365,3.370596,5.897142,1.993566,3
272,NTPC.NS,NTPC Ltd,India,Independent Power and Renewable Electricity Producers,2023,0.6492295,57.8777,10.76051,0.4938206,0.2049251,0.3080071,0.0087537,4.04E-06,4.77E+07,0.0087619,0.0474595,0.7181811,-0.5163246,2.44E+09,15,8.333333,TRUE,21.30877,62.56425,9.190755,3.403141,2.591949,2.013148,3
272,NTPC.NS,NTPC Ltd,India,Independent Power and Renewable Electricity Producers,2024,0.6011851,55.07402,10.78776,0.4771329,0.1928271,0.2971923,0.0072384,0.0013258,6.59E+07,0.00921,0.0421456,0.7070926,3.245744,2.37E+09,15,7.142857,TRUE,26.65343,59.21633,6.484224,3.430827,3.20181,1.862291,3
274,OLEC.NS,Olectra Greentech Ltd,India,Machinery,2022,7.705646,21.38235,8.2776,0.0858753,0.4270349,0.9270719,0.009571,0.1033166,-1574684,0.1297656,0.1074805,0.2226737,69.854,8141808.7,8,28.57143,TRUE,23.57358,32.72061,7.609365,3.370596,5.897142,2.116954,3
274,OLEC.NS,Olectra Greentech Ltd,India,Machinery,2023,7.870217,24.38283,8.280103,0.0760106,0.3862907,0.908981,0.0111969,0,60911.82,0.0043503,0.1548254,0.2458373,4.299462,9436616.7,7,28.57143,TRUE,20.72218,31.93095,9.190755,3.403141,2.591949,2.13277,3
274,OLEC.NS,Olectra Greentech Ltd,India,Machinery,2024,5.871964,34.80985,8.405028,0.1173656,0.4253021,0.8229833,0.0061346,0,-141100.1,0.0335205,0.1335343,0.2430073,52.28835,16291398,7,33.33333,TRUE,27.48452,50.74061,6.484224,3.430827,3.20181,2.120515,3
275,ONTE.NS,Orient Electric Ltd,India,Household Durables,2022,3.399831,43.46237,8.187303,0.0769,0.4614472,0.8581891,0.1082836,0.0794303,1662610,0.1273189,0.2250777,0.2294505,-4.568812,9231986.4,5,16.66667,TRUE,64.27211,34.29353,7.609365,3.370596,5.897142,2.138454,3
275,ONTE.NS,Orient Electric Ltd,India,Household Durables,2023,3.013396,40.08579,8.240759,0.0768992,0.4946485,0.8838387,0.0322963,0.0292972,-1.18E+07,0.0802995,0.2171345,0.3061289,9.600025,9030593.9,5,16.66667,0,40.13477,44.18537,9.190755,3.403141,2.591949,2.254716,3
275,ONTE.NS,Orient Electric Ltd,India,Household Durables,2024,2.844405,54.81393,8.259929,0.0555934,0.504927,0.9123875,0.0245605,0.0223712,-1569339,0.0458069,0.276372,0.2775812,7.308735,9737858.4,7,16.66667,TRUE,46.88414,54.20543,6.484224,3.430827,3.20181,2.297856,3
276,PAFO.NS,Patanjali Foods Ltd,India,Food Products,2022,4.639939,33.44691,9.207345,0.1098188,0.2419023,0.9430779,0.0680778,0.0441723,5.21E+07,0.0660451,0.307317,0.2765585,20.31725,1.08E+08,14,16.66667,FALSE,56.69685,22.71575,7.609365,3.370596,5.897142,1.169636,3
276,PAFO.NS,Patanjali Foods Ltd,India,Food Products,2023,4.698337,40.73383,9.201706,0.0790774,0.2283249,0.9906118,0.0371293,0.0320463,-3.19E+07,0.1228015,0.2841024,0.2646526,-0.8126714,91799748,11,16.66667,FALSE,56.54523,33.34018,9.190755,3.403141,2.591949,1.076905,3
276,PAFO.NS,Patanjali Foods Ltd,India,Food Products,2024,4.100892,41.83245,9.259101,0.0507616,0.2645782,0.990164,0,0.0190908,-5.01E+07,0.0396048,0.4002201,0.2631902,5.031875,1.52E+08,6,16.66667,FALSE,57.36828,36.81976,6.484224,3.430827,3.20181,1.072001,3
277,PAGE.NS,Page Industries Ltd,India,"Textiles, Apparel & Luxury Goods",2022,17.79202,76.34438,8.515545,0.1509189,0.4432541,0.9030362,0.000553,0,-1.76E+07,0.000292,0.6006881,0.2350842,12.05776,69528846,5,7.692307,0,71.97974,64.24279,7.609365,3.370596,5.897142,1.571327,3
277,PAGE.NS,Page Industries Ltd,India,"Textiles, Apparel & Luxury Goods",2023,18.5376,68.60654,8.507648,0.0689075,0.3497337,0.8641703,0.0353724,0,1.07E+07,0.1149303,0.4388561,0.2692705,-4.198708,68289502,5,7.692307,TRUE,57.28486,63.64891,9.190755,3.403141,2.591949,1.699561,3
277,PAGE.NS,Page Industries Ltd,India,"Textiles, Apparel & Luxury Goods",2024,18.72985,71.7379,8.490387,0.0990586,0.3823283,0.8176774,0.1019141,0.0511931,2.40E+07,0.1678479,0.3300138,0.3123362,5.062755,85329666,4,7.142857,TRUE,56.46388,63.08265,6.484224,3.430827,3.20181,1.396982,3
278,PDSL.NS,PDS Ltd,India,"Textiles, Apparel & Luxury Goods",2022,1.395454,36.44777,8.577966,0.2312634,0.6084546,0.9203785,0.2702577,0,5242977,0.2126467,0.0985548,0.1139174,10.68256,39772201,6,25,FALSE,59.66586,34.66246,7.609365,3.370596,5.897142,2.368912,3
278,PDSL.NS,PDS Ltd,India,"Textiles, Apparel & Luxury Goods",2023,1.072092,34.828,8.687822,0.2594692,0.6559036,0.9201549,0.1732173,0,-1.89E+07,0.221218,0.0944952,0.1129468,-3.332195,24316833,8,22.22222,FALSE,52.05903,33.88718,9.190755,3.403141,2.591949,2.476079,3
278,PDSL.NS,PDS Ltd,India,"Textiles, Apparel & Luxury Goods",2024,0.934711,57.46456,8.743887,0.2600378,0.5897198,0.9049545,0.1233157,0.0191672,1.17E+07,0.1367175,0.1215865,0.1048622,18.28101,28247490,6,30,FALSE,56.17973,64.30197,6.484224,3.430827,3.20181,2.25452,3
279,PFIZ.NS,Pfizer Ltd,India,Pharmaceuticals,2022,6.098392,60.89236,8.687479,0.0336114,0.1643075,0.8284915,0.0179509,0.0071737,-3184031,0.4373191,0.1061381,0.0463565,-14.20679,75940847,5,14.28571,TRUE,64.7749,45.78,7.609365,3.370596,5.897142,1.208362,3
279,PFIZ.NS,Pfizer Ltd,India,Pharmaceuticals,2023,5.627749,57.15278,8.70531,0.0223563,0.1292477,0.8631167,0.0163386,0.0254589,9046191,0.5011609,0.104432,0.0357905,-10.8424,66146371,5,28.57143,TRUE,58.48949,42.0793,9.190755,3.403141,2.591949,1.659308,3
279,PFIZ.NS,Pfizer Ltd,India,Pharmaceuticals,2024,4.768864,61.19732,8.759467,0.0220724,0.1159636,0.8209745,0.0086566,0.1004091,4.48E+07,0.643193,0.099222,0.0365416,1.464276,89830310,5,42.85714,TRUE,64.29929,46.18822,6.484224,3.430827,3.20181,1.610628,3
280,PIIL.NS,PI Industries Ltd,India,Chemicals,2022,6.505669,54.81783,9.013721,0.0054837,0.1393681,0.9224165,0.3191741,0.0584337,6.35E+07,0.3818685,0.1701829,0.3015319,13.17043,1.50E+08,4,18.18182,TRUE,42.0926,48.2366,7.609365,3.370596,5.897142,2.018454,3
280,PIIL.NS,PI Industries Ltd,India,Chemicals,2023,5.225565,67.1737,9.111068,0.0177072,0.1589186,0.8414166,0.2571612,0.0414902,1655669,0.4591911,0.1256503,0.2905425,16.39486,2.02E+08,7,22.22222,TRUE,48.50859,76.16041,9.190755,3.403141,2.591949,3.639242,3
280,PIIL.NS,PI Industries Ltd,India,Chemicals,2024,4.56436,70.67346,9.15737,0.0149959,0.14073,0.8150682,0.2464548,0.0135623,-3.44E+07,0.3406826,0.0842164,0.3015794,1.512424,1.94E+08,7,20,TRUE,47.44759,77.56535,6.484224,3.430827,3.20181,3.341005,3
281,PIVI.NS,Privi Speciality Chemicals Ltd,India,Chemicals,2022,3.73035,23.40766,8.463939,0.4513913,0.460574,0.7050287,0.0184976,0.0019319,-1469060,0.0135075,0.3392717,0.4603408,5.814768,2589836.9,4,12.5,TRUE,49.25098,15.07786,7.609365,3.370596,5.897142,2.547934,3
281,PIVI.NS,Privi Speciality Chemicals Ltd,India,Chemicals,2023,3.810583,24.41012,8.448783,0.4303792,0.3825069,0.6318343,0.0266705,0.0000379,424403.1,0.0261963,0.2907605,0.4751988,7.426101,11449262,4,12.5,TRUE,55.91476,11.18222,9.190755,3.403141,2.591949,2.374723,3
281,PIVI.NS,Privi Speciality Chemicals Ltd,India,Chemicals,2024,3.281633,30.70975,8.513971,0.4095426,0.3953996,0.6540102,0.0450165,0.0000338,3016677,0.0238611,0.2943701,0.4561343,16.96792,21620866,6,12.5,TRUE,79.40968,16.06893,6.484224,3.430827,3.20181,1.852646,3
282,PLMD.NS,Poly Medicure Ltd,India,Health Care Equipment & Supplies,2022,12.51536,38.40876,8.283229,0.0944813,0.185963,0.8740117,0.0240789,0,-84591.04,0.2021569,0.1322937,0.4199685,11.61506,21821142,4,18.18182,TRUE,59.15095,13.20867,7.609365,3.370596,5.897142,0,3
282,PLMD.NS,Poly Medicure Ltd,India,Health Care Equipment & Supplies,2023,11.00759,41.13136,8.348297,0.0936972,0.1889745,0.9038211,0.0343157,0,598764.3,0.1827015,0.1189185,0.4782645,21.60302,30984967,4,16.66667,TRUE,52.22592,19.76756,9.190755,3.403141,2.591949,0,3
282,PLMD.NS,Poly Medicure Ltd,India,Health Care Equipment & Supplies,2024,6.43295,46.73204,8.572412,0.0564599,0.1159514,0.8673246,0.0234995,0.0446818,-392545.3,0.638039,0.0894525,0.3540223,18.3892,39620503,5,16.66667,TRUE,47.75496,29.80925,6.484224,3.430827,3.20181,1.396982,3
283,POLC.NS,Polycab India Ltd,India,Electrical Equipment,2022,10.66857,60.55648,9.059643,0.1416483,0.2780221,0.9398272,0.0581929,0.0000274,-267405.1,0.254527,0.3457078,0.2437412,6.795826,1.56E+08,4,20,TRUE,55.14563,56.80854,7.609365,3.370596,5.897142,1.572466,3
283,POLC.NS,Polycab India Ltd,India,Electrical Equipment,2023,8.386086,64.12763,9.161121,0.1674872,0.2962107,0.9193538,0.0858119,4.14E-07,1.88E+07,0.2321983,0.3295929,0.2333849,26.04318,2.16E+08,5,20,TRUE,66.68488,55.76316,9.190755,3.403141,2.591949,2.402668,3
283,POLC.NS,Polycab India Ltd,India,Electrical Equipment,2024,7.530119,67.75568,9.207308,0.1095406,0.2548619,0.8891598,0.0492051,0.0032434,-6911059,0.2004902,0.2747392,0.2635962,21.16566,2.39E+08,5,18.18182,TRUE,57.35381,66.25139,6.484224,3.430827,3.20181,1.885889,3
284,PRAF.NS,Paras Defence and Space Technologies Ltd,India,Aerospace & Defense,2022,9.960696,28.71986,7.801795,0.0280883,0.1593527,0.7731265,0,0.0328645,1816894,0.0345312,0.2091511,0.2876897,12.55463,4374440.1,13,28.57143,TRUE,49.30921,13.23034,7.609365,3.370596,5.897142,2.102079,3
284,PRAF.NS,Paras Defence and Space Technologies Ltd,India,Aerospace & Defense,2023,8.061242,25.90862,7.88509,0.1028619,0.2668837,0.875041,0,0.0046609,-1694733,0.0056463,0.2771283,0.28549,12.34257,3603827.2,9,33.33333,TRUE,42.15849,13.17706,9.190755,3.403141,2.591949,1.601198,3
284,PRAF.NS,Paras Defence and Space Technologies Ltd,India,Aerospace & Defense,2024,6.01327,40.94672,7.998707,0.0281975,0.2242032,0.9009125,0,0.0404621,3685243,0.060185,0.2020734,0.2198642,40.31633,7196196.6,9,33.33333,TRUE,48.42782,14.18413,6.484224,3.430827,3.20181,1.601198,3
286,PROC.NS,Procter & Gamble Hygiene and Health Care Ltd,India,Personal Care Products,2022,18.99857,37.81056,8.415574,0.0018855,0.5076591,0.9108026,0.0749565,0.4129003,4.13E+07,0.5509141,0.1042988,0.0902064,-3.407615,82608325,4,20,TRUE,60.20993,28.854,7.609365,3.370596,5.897142,1,3
286,PROC.NS,Procter & Gamble Hygiene and Health Care Ltd,India,Personal Care Products,2023,21.93749,39.95512,8.348245,0.0016572,0.5276451,0.9049183,0.0598169,0.2771016,-4.68E+07,0.2643361,0.1246556,0.0898061,5.717975,80981345,5,20,TRUE,47.23038,41.07409,9.190755,3.403141,2.591949,1.40312,3
286,PROC.NS,Procter & Gamble Hygiene and Health Care Ltd,India,Personal Care Products,2024,23.66814,37.93408,8.312498,0.0013221,0.5135035,0.8853538,0.0625596,0.2336542,-1.26E+07,0.2447839,0.1291595,0.0980664,-21.73269,74498537,4,18.18182,TRUE,38.19352,39.43538,6.484224,3.430827,3.20181,0,3
287,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2022,1.41801,39.17746,8.332182,0.0821239,0.5235134,0.9583204,0.1018243,0,743111,0.1762024,0.1533917,0.1450895,2.410031,16387683,8,28.57143,TRUE,45.65449,28.19652,7.609365,3.370596,5.897142,1.882145,3
287,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2023,1.279961,40.41126,8.388031,0.2234397,0.5290365,0.960456,0.1049655,0,2278920,0.1267496,0.1970937,0.158897,27.46441,14811998,4,33.33333,TRUE,35.33968,36.68628,9.190755,3.403141,2.591949,2.045485,3
287,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2024,1.136295,36.82002,8.439922,0.1153942,0.4771733,0.9813786,0.0710025,0.054447,-3906238,0.3733497,0.1376673,0.1312025,-2.21089,6782960.8,4,33.33333,TRUE,22.76023,36.02267,6.484224,3.430827,3.20181,1.572941,3
288,PTCI.NS,PTC India Ltd,India,Independent Power and Renewable Electricity Producers,2022,0.3144431,29.1488,9.306221,0.3936355,0.3528118,0.5053132,0.0891528,0.0269068,-3.36E+07,0.0854212,0.0017234,0.097196,-12.78362,59011685,11,33.33333,TRUE,49.47259,15.39978,7.609365,3.370596,5.897142,1.102972,3
288,PTCI.NS,PTC India Ltd,India,Independent Power and Renewable Electricity Producers,2023,0.3495878,28.51716,9.258731,0.286128,0.413135,0.6259695,0.1067588,0.0127627,-1.15E+07,0.1275561,0.0013549,0.0028248,6.763188,58014397,10,20,TRUE,31.96774,24.35513,9.190755,3.403141,2.591949,1.384596,3
288,PTCI.NS,PTC India Ltd,India,Independent Power and Renewable Electricity Producers,2024,0.3996424,24.57424,9.179412,0.2293634,0.33452,0.6076163,0.0613731,0.1118507,1.00E+08,0.1951377,0.0022081,0.002867,-6.989488,99909889,8,13.33333,TRUE,27.17945,22.07974,6.484224,3.430827,3.20181,1.363146,3
289,QUEC.NS,Quess Corp Ltd,India,Professional Services,2022,0.6244439,47.23782,8.872004,0.1652838,0.4520887,0.7792145,0.1581844,0,3299416,0.1035083,0.0098896,0.1055352,15.77265,27131086,8,12.5,TRUE,48.95706,32.93838,7.609365,3.370596,5.897142,2.066733,3
289,QUEC.NS,Quess Corp Ltd,India,Professional Services,2023,0.6166002,57.1089,8.875324,0.1339901,0.4195124,0.7592679,0.1977091,0.0002115,9904139,0.0967525,0.0076892,0.0992335,-21.32382,16245711,7,12.5,TRUE,59.89016,50.95725,9.190755,3.403141,2.591949,1.970107,3
289,QUEC.NS,Quess Corp Ltd,India,Professional Services,2024,1.37839,60.6442,8.517277,0.0401468,0.5016587,0.8167903,0.1765999,3.56E-06,-3.17E+07,0.0411657,0.0109313,0.035876,6.602939,5370275,6,12.5,TRUE,64.12764,51.91045,6.484224,3.430827,3.20181,2.169403,3
290,RADC.NS,Radico Khaitan Ltd,India,Beverages,2022,9.788444,44.12874,8.655776,0.2026401,0.2960902,0.7286864,0.110855,0,2535370,0.0423829,0.1992447,0.4172557,-5.592143,24874830,4,12.5,TRUE,35.83455,60.14835,7.609365,3.370596,5.897142,1.821922,3
290,RADC.NS,Radico Khaitan Ltd,India,Beverages,2023,9.061284,44.69675,8.691346,0.2516785,0.2959766,0.7321764,0.0711603,0,-4298045,0.0254988,0.2017185,0.4264385,19.76556,30681080,4,12.5,TRUE,37.85235,57.01952,9.190755,3.403141,2.591949,1.534783,3
290,RADC.NS,Radico Khaitan Ltd,India,Beverages,2024,8.174756,45.0544,8.734708,0.2376761,0.332919,0.8192021,0.0260097,0,-5392440,0.01265,0.2418259,0.3938544,7.714112,40446027,4,12.5,TRUE,30.66539,64.52083,6.484224,3.430827,3.20181,2.266336,3
291,RAID.NS,Rain Industries Ltd,India,Chemicals,2022,0.213599,49.47586,9.428354,0.4387603,0.1769345,0.285351,0,0.075323,7805893,0.0821952,0.2035542,0.2521487,30.2106,1.91E+08,5,25,TRUE,92.3894,27.48627,7.609365,3.370596,5.897142,1.720699,3
291,RAID.NS,Rain Industries Ltd,India,Chemicals,2023,0.2338876,54.95297,9.381152,0.4343157,0.1620269,0.2559519,0.3946945,0.0062752,2.85E+07,0.0978409,0.1627822,0.2757535,-14.14812,-95708499,4,14.28571,TRUE,97.43043,22.32947,9.190755,3.403141,2.591949,2.016964,3
291,RAID.NS,Rain Industries Ltd,India,Chemicals,2024,0.2437728,56.95018,9.345068,0.4485577,0.2127162,0.3275153,0.2612315,0.0141998,-9814269,0.0891702,0.164065,0.2856387,-17.59456,-52591112,5,14.28571,TRUE,90.1709,23.88184,6.484224,3.430827,3.20181,2.372962,3
293,RALL.NS,Rallis India Ltd,India,Chemicals,2022,2.472377,51.22829,8.532141,0.0488602,0.3534285,0.9261349,0.0092637,0.0125103,4098418,0.0852347,0.2885681,0.2607731,5.262402,11190798,8,33.33333,TRUE,89.20544,29.45206,7.609365,3.370596,5.897142,2.071435,3
293,RALL.NS,Rallis India Ltd,India,Chemicals,2023,2.347916,49.52636,8.556715,0.0445155,0.3390501,0.8674231,0.0153685,0.0036625,-2100780,0.0965921,0.2744044,0.2686976,-12.01244,17740852,8,16.66667,TRUE,80.84309,26.95609,9.190755,3.403141,2.591949,2.300426,3
293,RALL.NS,Rallis India Ltd,India,Chemicals,2024,2.335413,57.63164,8.5417,0.0212137,0.3256827,0.9051614,0.0037162,0.008156,141603.3,0.142021,0.2668895,0.2367465,-1.921319,14643651,7,16.66667,TRUE,80.1561,41.30054,6.484224,3.430827,3.20181,2.261091,3
294,RATE.NS,Rategain Travel Technologies Ltd,India,Software,2022,5.814634,40.80359,8.060901,0.0187151,0.2034324,0.816433,0.5196541,0,8012658,0.3754843,0.0003459,0.0242869,42.41456,8325340.8,23,33.33333,0,39.57416,27.62956,7.609365,3.370596,5.897142,1.94979,3
294,RATE.NS,Rategain Travel Technologies Ltd,India,Software,2023,3.420634,36.80497,8.317393,0.009625,0.1430768,0.882835,0.7501968,0.0472008,2.01E+07,1.104909,0.000591,0.0123639,66.92985,17443671,6,33.33333,TRUE,30.10425,28.95264,9.190755,3.403141,2.591949,1.860623,3
294,RATE.NS,Rategain Travel Technologies Ltd,India,Software,2024,3.098512,30.62047,8.34798,0.0084286,0.10125,0.8705887,0,0.182425,9344997,0.662671,0,0.0125056,9.736258,24450439,4,33.33333,TRUE,30.77061,29.65749,6.484224,3.430827,3.20181,1.533814,3
295,REDY.NS,Dr Reddy's Laboratories Ltd,India,Pharmaceuticals,2022,3.099054,88.3102,9.594341,0.0417282,0.2655126,0.9525614,0.0314392,0.0090692,-1.10E+08,0.1914363,0.1507507,0.2053393,5.779788,5.49E+08,7,27.27273,FALSE,96.33168,82.07835,7.609365,3.370596,5.897142,2.684432,3
295,REDY.NS,Dr Reddy's Laboratories Ltd,India,Pharmaceuticals,2023,2.616835,88.36469,9.668639,0.0515132,0.2467077,0.903761,0.0453692,0.00669,1.59E+07,0.2482634,0.1635249,0.195547,11.92346,6.69E+08,8,33.33333,FALSE,93.05053,82.10346,9.190755,3.403141,2.591949,2.046545,3
295,REDY.NS,Dr Reddy's Laboratories Ltd,India,Pharmaceuticals,2024,2.074815,87.00272,9.762249,0.0946171,0.2637001,0.8209233,0.0920453,0.0050722,8.76E+07,0.1449666,0.155564,0.1962061,13.67512,6.70E+08,6,36.36364,FALSE,90.82468,81.11036,6.484224,3.430827,3.20181,2.203386,3
296,RELI.NS,Reliance Industries Ltd,India,"Oil, Gas & Consumable Fuels",2022,1.11618,81.30338,11.29147,0.2080288,0.2461959,0.4438775,0.0100368,0,3.95E+09,0.0993228,0.0871005,0.4278641,14.74004,8.97E+09,5,14.28571,TRUE,90.01589,67.56543,7.609365,3.370596,5.897142,2.554305,3
296,RELI.NS,Reliance Industries Ltd,India,"Oil, Gas & Consumable Fuels",2023,1.035968,79.57413,11.32362,0.1971212,0.2262928,0.4128467,0.186256,0,3.43E+09,0.1295814,0.0869996,0.4319317,1.133718,9.48E+09,6,15.38461,TRUE,89.21939,66.90829,9.190755,3.403141,2.591949,2.239651,3
296,RELI.NS,Reliance Industries Ltd,India,"Oil, Gas & Consumable Fuels",2024,0.9373084,62.3816,11.35835,0.1895139,0.2326712,0.4099091,0.1024492,0,1.09E+09,0.1326454,0.0748989,0.4373124,4.546492,9.45E+09,7,14.28571,TRUE,75.29165,52.50877,6.484224,3.430827,3.20181,2.270117,3
297,RESR.NS,Restaurant Brands Asia Ltd,India,"Hotels, Restaurants & Leisure",2022,1.761312,26.74024,8.482099,0.468286,0.2368706,0.354107,0.2625218,0,-3694499,0.117335,0.0148411,0.768346,27.34531,-29430623,9,12.5,TRUE,28.97969,16.89355,7.609365,3.370596,5.897142,1.361517,3
297,RESR.NS,Restaurant Brands Asia Ltd,India,"Hotels, Restaurants & Leisure",2023,1.63248,38.22866,8.511841,0.5278577,0.2393887,0.3114311,0.0482533,0,-1.48E+07,0.046057,0.0167514,0.8338126,16.93951,-28402879,8,12.5,TRUE,48.71952,33.90744,9.190755,3.403141,2.591949,1.330287,3
297,RESR.NS,Restaurant Brands Asia Ltd,India,"Hotels, Restaurants & Leisure",2024,1.275146,38.11591,8.607699,0.5290298,0.2249896,0.3050252,0.6857605,0,5.89E+07,0.2016685,0.0180248,0.7255775,2.091706,-27243300,9,22.22222,TRUE,44.19479,40.26771,6.484224,3.430827,3.20181,1.688298,3
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2022,4.476688,40.31656,8.482373,0.0657691,0.1886532,0.7356895,0.0218209,0,385832.5,0.1030844,0.229382,0.4839045,-3.108602,18801120,4,14.28571,TRUE,62.2627,29.98344,7.609365,3.370596,5.897142,1.364891,3
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2023,4.064689,47.2782,8.51269,0.0755257,0.1914028,0.7287458,0.025681,0.0099487,3608878,0.066853,0.2285374,0.5091068,3.222888,24051590,5,10,TRUE,62.20957,29.20636,9.190755,3.403141,2.591949,1.756853,3
298,RLXO.NS,Relaxo Footwears Ltd,India,"Textiles, Apparel & Luxury Goods",2024,3.99815,41.88494,8.509585,0.0769311,0.1631945,0.678537,0.0163702,0.0054263,-2104155,0.1047735,0.2045488,0.5011602,-6.623296,19933294,5,10,TRUE,40.01347,31.65342,6.484224,3.430827,3.20181,2.08768,3
299,RMT.NS,Ratnamani Metals and Tubes Ltd,India,Metals & Mining,2022,4.221942,40.54111,8.662864,0.0626925,0.2276974,0.7317038,0.0378985,0,-1623637,0.0535946,0.3330898,0.318347,31.69339,62351315,4,16.66667,TRUE,60.94996,40.13188,7.609365,3.370596,5.897142,2.812044,3
