"",Identifier,Company Name,Country of Exchange,GICS Industry Name,year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF,ClimateRiskScore
395,CITR.KL,Citra Nusa Holdings Bhd,Malaysia,Distributors,2023,0.422574369,37.0,7.259947328,0.032737809,0.170017078,0.891189368,0.0,0.162554509,79919.39,0.291183615,0.132659332,0.345486046,-22.96550105,-353566.45,5,16.67,TRUE,42.81,20.15,3.555487154,4.056107349,-1.872255625,1.0
395,CITR.KL,Citra Nusa Holdings Bhd,Malaysia,Distributors,2022,0.4345846,30.47,7.294462168,0.024309757,0.179158688,0.893351235,0.0,0.150187144,625338.64,0.246999155,0.162618732,0.339620156,-1.514619636,-508965.91,5,16.67,TRUE,49.49,6.3,8.861821876,4.069967336,6.403485118,1.9919762393966955
396,CJCE.KL,CJ Century Logistics Holdings Bhd,Malaysia,Air Freight & Logistics,2024,0.137190289,38.8,8.216056574,0.21755278,0.27675112,0.696180128,0.0,0.103123158,-2543867.5,0.1236147,0.044576695,0.569747455,-3.652731172,-1707923.01,4,11.11,TRUE,14.16,34.68,5.114155478,4.074350408,0.782509892,1.8843427812054063
396,CJCE.KL,CJ Century Logistics Holdings Bhd,Malaysia,Air Freight & Logistics,2023,0.137484239,28.13,8.215127031,0.222649555,0.257296705,0.639551345,0.0,0.109002179,2725708.06,0.117348735,0.031779579,0.576870127,-24.11548498,2571459.69,4,11.11,TRUE,8.56,24.75,3.555487154,4.056107349,-1.872255625,1.4622811137798402
396,CJCE.KL,CJ Century Logistics Holdings Bhd,Malaysia,Air Freight & Logistics,2022,0.125448751,31.71,8.24205385,0.229822833,0.264196747,0.626534921,0.0,0.090588176,6013863.64,0.119790927,0.048846935,0.556834497,4.444835582,6400681.82,4,11.11,TRUE,9.32,28.24,8.861821876,4.069967336,6.403485118,1.8736385608826205
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2024,0.091758695,35.83,8.9929706,0.42524812,0.290204819,0.493219768,0.173784328,0.025750728,5526633.84,0.09747978,0.16233329,0.583892141,7.400209288,-5762981.2,4,11.11,0,41.24,13.51,5.114155478,4.074350408,0.782509892,1.2408139865986658
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2024,0.091758695,35.83,8.9929706,0.42524812,0.290204819,0.493219768,0.173784328,0.025750728,5526633.84,0.09747978,0.16233329,0.583892141,7.400209288,-5762981.2,4,11.11,0,41.24,13.51,5.114155478,4.074350408,0.782509892,2.804798500139177
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2023,0.092902578,34.12,8.989777947,0.393043982,0.313598065,0.534222304,0.231049034,0.005461246,193899.78,0.087026459,0.178800043,0.578809991,-7.579298731,6235947.71,4,10.0,0,40.69,10.69,3.555487154,4.056107349,-1.872255625,1.063868003235477
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2023,0.092902578,34.12,8.989777947,0.393043982,0.313598065,0.534222304,0.231049034,0.005461246,193899.78,0.087026459,0.178800043,0.578809991,-7.579298731,6235947.71,4,10.0,0,40.69,10.69,3.555487154,4.056107349,-1.872255625,2.0794854162239536
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2022,0.095260205,35.84,8.986321027,0.375992624,0.319366644,0.558737841,0.164703964,0.034242407,31215000.0,0.092233882,0.202383306,0.545875021,11.29156057,19974545.45,6,20.0,0,48.26,12.53,8.861821876,4.069967336,6.403485118,1.405016582188913
398,CNON.KL,Can-One Bhd,Malaysia,Containers & Packaging,2022,0.095260205,35.84,8.986321027,0.375992624,0.319366644,0.558737841,0.164703964,0.034242407,31215000.0,0.092233882,0.202383306,0.545875021,11.29156057,19974545.45,6,20.0,0,48.26,12.53,8.861821876,4.069967336,6.403485118,2.098053241369839
399,COMF.KL,Comfort Gloves Bhd,Malaysia,Health Care Equipment & Supplies,2024,0.122161748,28.97,8.321172627,0.053200117,0.117977278,0.903644782,0.51672238,0.0,-18827446.28,0.175325876,0.116124745,0.46192593,9.310771263,-12508563.12,5,33.33,TRUE,9.16,25.51,5.114155478,4.074350408,0.782509892,1.9974705836741984
399,COMF.KL,Comfort Gloves Bhd,Malaysia,Health Care Equipment & Supplies,2023,0.118552932,33.0,8.322296343,0.043944252,0.083456549,0.852620266,1.754732031,0.0,1442178.65,0.238764005,0.08847344,0.449487933,-48.50776275,-8020233.12,5,33.33,TRUE,17.73,26.96,3.555487154,4.056107349,-1.872255625,0.0
399,COMF.KL,Comfort Gloves Bhd,Malaysia,Health Care Equipment & Supplies,2022,0.110840447,29.06,8.352438904,0.036034559,0.085413137,0.85863962,1.590407585,0.0,-19723990.91,0.190331224,0.110726936,0.449226508,-58.71442358,-9614436.36,5,33.33,TRUE,25.26,7.73,8.861821876,4.069967336,6.403485118,1.0
400,CSTH.KL,CSC Steel Holdings Bhd,Malaysia,Metals & Mining,2024,0.440837352,36.24,8.336116546,0.0,0.054578188,0.771455251,0.450334857,0.0,5738898.84,0.393161782,0.31788545,0.160168703,-0.274626097,7644845.57,5,42.86,0,70.46,24.76,5.114155478,4.074350408,0.782509892,1.0
400,CSTH.KL,CSC Steel Holdings Bhd,Malaysia,Metals & Mining,2023,0.448455918,36.63,8.328675172,0.0,0.064370355,0.807548969,0.309579186,0.0,15986882.35,0.356246049,0.33853467,0.162742826,-12.0197791,10779488.02,5,25.0,0,73.0,29.82,3.555487154,4.056107349,-1.872255625,1.0
400,CSTH.KL,CSC Steel Holdings Bhd,Malaysia,Metals & Mining,2022,0.449092435,30.45,8.328987723,0.0,0.063428717,0.772928119,0.983406152,0.0,9517304.55,0.246202127,0.354839825,0.174065282,9.049870885,3319997.73,5,25.0,0,73.96,15.42,8.861821876,4.069967336,6.403485118,0.0
401,CTPB.KL,Chin Teck Plantations Bhd,Malaysia,Food Products,2024,0.940960418,24.66,8.349277388,0.011018372,0.020932879,0.34582267,3.492186567,0.0,-1832248.73,0.506568725,0.020708803,0.207963806,38.28989809,20228263.08,5,14.29,0,49.44,28.52,5.114155478,4.074350408,0.782509892,2.284651940779959
401,CTPB.KL,Chin Teck Plantations Bhd,Malaysia,Food Products,2023,1.048002145,20.07,8.293438442,0.012128091,0.017337303,0.300855019,4.244898098,0.0,1248222.99,0.433690117,0.018787843,0.206550981,-23.76127303,11509519.09,6,12.5,0,56.5,10.83,3.555487154,4.056107349,-1.872255625,1.8335223344894136
401,CTPB.KL,Chin Teck Plantations Bhd,Malaysia,Food Products,2022,1.096794199,22.54,8.279151628,0.0,0.019799788,0.403278135,4.072098914,0.0,13357981.67,0.475725169,0.024591679,0.149637858,32.2988559,24031238.27,5,0.0,0,62.97,12.85,8.861821876,4.069967336,6.403485118,1.8335223344894136
402,CYLC.KL,CYL Corp Bhd,Malaysia,Containers & Packaging,2024,0.26606073,10.06,7.462208051,0.001851255,0.047004824,0.3341764,0.174358275,0.0,-370973.03,0.083046737,0.042429247,0.804506767,19.01083567,-91224.72,6,25.0,0,30.22,1.51,5.114155478,4.074350408,0.782509892,0.0
402,CYLC.KL,CYL Corp Bhd,Malaysia,Containers & Packaging,2023,0.505069748,6.47,7.183837473,0.0,0.072331193,0.481665414,0.242197766,0.0,-418544.53,0.08948742,0.059932783,0.71144593,-13.64700267,-332104.93,6,37.5,0,23.36,1.06,3.555487154,4.056107349,-1.872255625,0.0
402,CYLC.KL,CYL Corp Bhd,Malaysia,Containers & Packaging,2022,0.448230673,8.26,7.236615788,0.0,0.057321568,0.415818542,0.589306909,0.0,526722.97,0.120684693,0.071097458,0.690809947,-10.84105541,-41222.14,6,37.5,0,28.82,1.69,8.861821876,4.069967336,6.403485118,0.0
403,CHIN.KL,Chin Hin Group Property Bhd,Malaysia,Machinery,2024,1.454401754,28.15,8.402102467,0.355389457,0.388114061,0.61176038,0.058581199,0.0,434149.51,0.07122779,0.524975233,0.046878457,21.81717989,5781342.88,6,28.57,0,26.9,18.97,5.114155478,4.074350408,0.782509892,2.5922572811529165
403,CHIN.KL,Chin Hin Group Property Bhd,Malaysia,Machinery,2023,1.365048585,26.64,8.422150726,0.321720186,0.470716858,0.657755778,0.068718886,0.0,-6467516.34,0.158230856,0.405124229,0.064892275,76.46066559,7957244.01,5,28.57,0,19.25,11.54,3.555487154,4.056107349,-1.872255625,1.302833031518337
403,CHIN.KL,Chin Hin Group Property Bhd,Malaysia,Machinery,2022,2.030914847,32.14,8.246742663,0.332017261,0.425548683,0.584315014,0.176713778,0.0,8994193.18,0.139131691,0.29643704,0.07594025,147.924635,2419954.55,5,28.57,0,31.16,11.62,8.861821876,4.069967336,6.403485118,1.659613719139947
404,DEHB.KL,Dayang Enterprise Holdings Bhd,Malaysia,Energy Equipment & Services,2024,0.796322465,36.06,8.785812704,0.047849524,0.178738081,0.571303226,0.362798833,0.0,25601835.27,0.299921251,0.002926504,0.379249569,35.51173344,81601163.83,6,40.0,0,23.35,29.48,5.114155478,4.074350408,0.782509892,1.222650653696988
404,DEHB.KL,Dayang Enterprise Holdings Bhd,Malaysia,Energy Equipment & Services,2023,0.879657516,35.54,8.737652836,0.098398555,0.169263994,0.495935225,0.362000146,0.0,-9023093.68,0.219395204,0.003064816,0.429368737,8.406225539,51237037.04,5,33.33,0,17.42,29.8,3.555487154,4.056107349,-1.872255625,1.1965290883695
404,DEHB.KL,Dayang Enterprise Holdings Bhd,Malaysia,Energy Equipment & Services,2022,0.907917102,31.9,8.729784006,0.173984287,0.158131313,0.407806735,0.726949225,0.0,-5993181.82,0.184447405,0.003194645,0.449759396,39.48551565,28485681.82,5,18.18,0,61.63,15.52,8.861821876,4.069967336,6.403485118,1.1586106234449562
405,DELM.KL,DKSH Holdings (Malaysia) Bhd,Malaysia,Trading Companies & Distributors,2024,0.231479311,39.04,8.891556548,0.191666391,0.687635478,0.960161715,0.039073396,0.0,12196732.32,0.031285268,0.312983646,0.039522226,8.45176817,27556848.7,4,33.33,0,39.82,13.7,5.114155478,4.074350408,0.782509892,3.4835534134433286
405,DELM.KL,DKSH Holdings (Malaysia) Bhd,Malaysia,Trading Companies & Distributors,2023,0.269533424,42.82,8.8254561,0.192587764,0.643742498,0.907122919,0.0,0.012708236,2475381.26,0.012763704,0.283409999,0.047817887,0.700338041,24077342.05,4,50.0,0,44.84,13.31,3.555487154,4.056107349,-1.872255625,1.8948868525864289
405,DELM.KL,DKSH Holdings (Malaysia) Bhd,Malaysia,Trading Companies & Distributors,2022,0.270726442,34.58,8.823564624,0.175796739,0.612956967,0.855738206,5.0095e-6,0.012253114,-18593863.64,0.012684551,0.269515969,0.054574021,0.595372594,23685000.0,4,33.33,0,37.19,18.34,8.861821876,4.069967336,6.403485118,2.4519733170469693
406,DIAL.KL,Dialog Group Bhd,Malaysia,Energy Equipment & Services,2024,1.220734391,57.42,9.314584526,0.185340608,0.179724359,0.638108107,0.0,0.192233257,23027315.91,0.204865712,0.008484004,0.304369228,-11.11213021,73564370.55,7,33.33,0,49.09,60.05,5.114155478,4.074350408,0.782509892,1.4390604158250215
406,DIAL.KL,Dialog Group Bhd,Malaysia,Energy Equipment & Services,2023,1.286938328,60.49,9.287003065,0.189334977,0.112165172,0.381107634,0.894214535,0.0,-31499469.78,0.167830442,0.010373269,0.306029466,3.896925575,128390880.2,10,37.5,0,59.85,59.23,3.555487154,4.056107349,-1.872255625,1.707473971703989
406,DIAL.KL,Dialog Group Bhd,Malaysia,Energy Equipment & Services,2022,1.251166159,60.82,9.300174343,0.234624936,0.135966655,0.391177442,0.599863989,0.0,-25656162.92,0.186324485,0.007609082,0.29534069,22.2448808,111601929.3,9,44.44,0,55.33,69.25,8.861821876,4.069967336,6.403485118,1.3457990724349085
407,DLEU.KL,Deleum Bhd,Malaysia,Energy Equipment & Services,2024,0.882914584,65.71,8.214973782,0.020617139,0.297625039,0.808184143,0.099787486,0.0,-2191642.79,0.323445581,0.061967887,0.124598391,17.71053464,22595011.19,12,12.5,TRUE,64.88,62.1,5.114155478,4.074350408,0.782509892,1.537386094830946
407,DLEU.KL,Deleum Bhd,Malaysia,Energy Equipment & Services,2023,1.064149964,61.83,8.131022997,0.00388327,0.258805908,0.775047168,0.076161757,0.0,6471407.41,0.289911502,0.028577382,0.146857882,8.761354561,13802019.61,11,14.29,TRUE,68.71,51.63,3.555487154,4.056107349,-1.872255625,1.5025732161884648
407,DLEU.KL,Deleum Bhd,Malaysia,Energy Equipment & Services,2022,0.900607364,64.63,8.210133352,0.012310168,0.396795887,0.871338346,0.016595202,0.0,-3372434.09,0.270896445,0.056057083,0.154508828,18.3108165,11581409.09,11,14.29,TRUE,76.79,51.26,8.861821876,4.069967336,6.403485118,1.531643890571785
408,DOVT.KL,D & O Green Technologies Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2024,1.249973858,44.93,8.610847378,0.278682151,0.361335285,0.721484534,0.303020738,0.0,-4981423.46,0.138195792,0.33470415,0.318171001,8.748053262,9576544.32,5,20.0,0,54.58,56.47,5.114155478,4.074350408,0.782509892,1.377110598167122
408,DOVT.KL,D & O Green Technologies Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2023,1.288646206,32.38,8.58770632,0.276765161,0.364636035,0.727209956,0.208909275,0.0,1597603.49,0.156609179,0.325956434,0.29971103,-0.86427457,10390413.94,5,20.0,0,52.86,22.65,3.555487154,4.056107349,-1.872255625,1.377110598167122
408,DOVT.KL,D & O Green Technologies Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2022,1.216638274,35.04,8.560361564,0.269113764,0.333716103,0.687713392,0.079239837,0.0,-7024090.91,0.186185116,0.278693005,0.323692799,9.893975248,18964545.45,6,10.0,0,48.89,27.12,8.861821876,4.069967336,6.403485118,1.2249883932450114
409,DUFU.KL,Dufu Technology Corp Bhd,Malaysia,Machinery,2024,1.502376342,61.23,8.000484073,0.142994399,0.117799936,0.508849336,1.708790055,0.0,-359518.8,0.25006046,0.158509124,0.404624976,17.06477312,5046078.78,4,33.33,FALSE,78.05,34.59,5.114155478,4.074350408,0.782509892,1.7104541901062915
409,DUFU.KL,Dufu Technology Corp Bhd,Malaysia,Machinery,2023,1.625535373,61.28,7.958713247,0.113428438,0.077448906,0.420076313,1.608726319,0.0,-990355.12,0.233104327,0.163954666,0.35483939,-28.17086953,5304647.06,4,16.67,0,76.47,33.6,3.555487154,4.056107349,-1.872255625,1.8250248918511844
409,DUFU.KL,Dufu Technology Corp Bhd,Malaysia,Machinery,2022,1.522265504,56.05,7.984321389,0.134647956,0.081956703,0.415552527,1.441083861,0.0,5204731.82,0.264467043,0.224295799,0.328983226,-18.43143593,15230304.55,4,16.67,FALSE,71.09,20.99,8.861821876,4.069967336,6.403485118,1.260019697895941
