path_to_file,year,company_name,Identifier,ClimateRiskScore,Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
Dương/145.ONTE.NS/Annual-Report-2019-20,2019,Orient Electric Ltd,ONTE.NS,1.4136306083250747,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2019.0,4.0433354,0.0,8.105485,0.1615822,0.5523094,0.8825555,0.0113863,0.0013223,-3245589.5822548,0.0075634,0.2983008,0.1949211,1.5563184,10436329.3642892,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/145.ONTE.NS/Annual-Report-2020-21,2020,Orient Electric Ltd,ONTE.NS,1.748661918209535,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2020.0,3.2548426,0.0,8.2012035,0.0528322,0.5588286,0.9191453,0.0668452,0.0831412,18185049.974705,0.2759526,0.214357,0.1498417,1.5428372,16372014.1651968,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/145.ONTE.NS/Annual-Report-2022-23,2022,Orient Electric Ltd,ONTE.NS,2.138453892779596,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2022.0,3.3998308,43.4623679,8.187303,0.0769,0.4614472,0.8581891,0.1082836,0.0794303,1662609.5423564,0.1273189,0.2250777,0.2294505,-4.5688124,9231986.3680623,5.0,16.6666667,1,64.2721124,34.293528,7.609365,3.370596,5.8971419
Dương/145.ONTE.NS/Annual-Report-2021-22,2021,Orient Electric Ltd,ONTE.NS,1.759779073462338,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2021.0,3.3066845,48.5369842,8.1943363,0.056882,0.4819138,0.8856917,0.0911029,0.082409,1306958.764924,0.1243312,0.2746153,0.1613313,16.0679954,16684804.23286,5.0,16.6666667,1,73.4907138,36.5117965,9.6895925,3.3501731,8.3549077
Dương/146.BORO.NS/Annual Report - 2021,2021,Borosil Renewables Ltd,BORO.NS,1.96493314375723,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2021.0,6.1583744,0.0,8.1431826,0.1489711,0.0971721,0.3790671,0.1117757,0.0,1226472.7659832,0.2887640,0.0651804,0.5437101,23.5901180,21850506.0512718,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/145.ONTE.NS/Annual_Report_2023-24_11fc120b-259c-4fa8-84c2-2e3882704180,2023,Orient Electric Ltd,ONTE.NS,2.2547164102241566,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2023.0,3.013396,40.0857925,8.2407588,0.0768992,0.4946485,0.8838386,0.0322963,0.0292972,-11751649.670066,0.0802995,0.2171345,0.3061289,9.6000252,9030593.8812238,5.0,16.6666667,0,40.1347691,44.185367,9.1907549,3.4031412,2.5919495
Dương/146.BORO.NS/Annual Report_2022 (1),2022,Borosil Renewables Ltd,BORO.NS,1.8878904866555093,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2022.0,4.3516869,35.3568207,8.2981254,0.2577401,0.1974999,0.4522378,0.3918691,0.0,-1217429.406037,0.1311032,0.162163,0.6332114,28.2059583,8597468.3544304,6.0,11.1111111,0,44.0811843,21.0609244,7.609365,3.370596,5.8971419
Dương/145.ONTE.NS/Orient_Electric_Annual_Report_2024-25,2024,Orient Electric Ltd,ONTE.NS,2.297855879461862,275.0,ONTE.NS,Orient Electric Ltd,India,Household Durables,2024.0,2.8444048,54.8139283,8.2599289,0.0555934,0.5049271,0.9123875,0.0245605,0.0223712,-1569338.7946167,0.0458069,0.276372,0.2775812,7.3087356,9737858.3967232,7.0,16.6666667,1,46.8841395,54.205428,6.4842236,3.4308268,3.2018101
Dương/144.ADNA.NS/ADANIGREEN-Adani_Green_Energy_Ltd-AnnualReport-FY2022,2022,Adani Green Energy Ltd,ADNA.NS,1.1094074337584354,8.0,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2022.0,2.2021712,56.3714962,9.9137481,0.8049613,0.1253396,0.1405831,0.0374275,0.0101839,52945472.2492697,0.0412986,0.0018111,0.7949407,40.2384282,111246348.588121,7.0,10.0,1,37.2549489,68.313429,7.609365,3.370596,5.8971419
Dương/144.ADNA.NS/ADANIGREEN-Adani_Green_Energy_Ltd-AnnualReport-FY2023,2023,Adani Green Energy Ltd,ADNA.NS,1.1304347093368994,8.0,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2023.0,1.7068814,58.2289489,10.0262241,0.7325442,0.302853,0.3406942,0.0581040,0.0005647,72705458.9082184,0.0606410,0.0042694,0.7750119,16.6371243,116496700.659868,6.0,22.2222222,1,37.8878371,68.3401256,9.1907549,3.4031412,2.5919495
Dương/146.BORO.NS/Annual-Report 2018-2019,2018,Borosil Renewables Ltd,BORO.NS,1.7209762859526794,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2018.0,14.2413028,0.0,7.7886241,0.0997271,0.1327712,0.6069511,0.0000000,0.0005261,-670757.4443481,0.0495799,0.0870426,0.5680481,-67.9142534,3406143.3940445,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/146.BORO.NS/Annual_Report_2019_2020,2019,Borosil Renewables Ltd,BORO.NS,2.141801583791047,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2019.0,13.447744,0.0,7.8165503,0.1869129,0.1672664,0.4935549,0.0096134,0.0,75703.8747959,0.0233179,0.0947656,0.6991318,14.8766083,60106.4606481,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/146.BORO.NS/AnnualReport2024,2024,Borosil Renewables Ltd,BORO.NS,1.754710683308018,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2024.0,4.911647,55.7798263,8.2309909,0.1730547,0.180255,0.5736259,0.2014510,0.0112342,-11112744.2949093,0.0580611,0.1634839,0.6228414,5.3816358,-10177413.6922177,4.0,11.1111111,0,50.0226754,50.8591249,6.4842236,3.4308268,3.2018101
Dương/144.ADNA.NS/ADANIGREEN-Adani_Green_Energy_Ltd-AnnualReport-FY2024,2024,Adani Green Energy Ltd,ADNA.NS,1.1379717049290217,8.0,ADNA.NS,Adani Green Energy Ltd,India,Independent Power and Renewable Electricity Producers,2024.0,1.3430043,68.1435986,10.1151653,0.7185048,0.1516006,0.1701373,0.1226315,0.0012747,70801638.3850205,0.0505461,0.0013824,0.8465323,18.6166639,182211819.777648,8.0,10.0,1,38.2418334,82.8747081,6.4842236,3.4308268,3.2018101
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2018,2018,Fine Organic Industries Ltd,FINO.NS,1.5534697566312805,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2018.0,16.6382483,0.0,8.0065947,0.1826231,0.1500389,0.5213262,0.3071848,0.1078457,14086686.9037294,0.1940018,0.158867,0.2621235,15.4153316,20180182.1335646,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2020,2020,Fine Organic Industries Ltd,FINO.NS,2.0366931714512804,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2020.0,13.1755938,0.0,8.1124965,0.094102,0.1636371,0.717126,0.5189752,0.1883644,7288937.2000492,0.3188310,0.1668942,0.2338659,12.4426416,16632593.6256614,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2019,2019,Fine Organic Industries Ltd,FINO.NS,1.3790036156455896,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2019.0,15.1327113,0.0,8.0534831,0.1463745,0.1573787,0.5751082,1.2002990,0.0524719,12948083.8410789,0.2751040,0.1796329,0.2602621,-10.0950184,22547940.4776127,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/146.BORO.NS/BRL_AR_2023,2023,Borosil Renewables Ltd,BORO.NS,1.7662353405885232,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2023.0,4.2303333,56.8271017,8.3054242,0.342006,0.1934347,0.4016978,0.4536626,0.0,2573173.3653269,0.1186954,0.1456589,0.6185385,50.9710575,-6031625.674865,8.0,11.1111111,0,55.1095264,50.4080371,9.1907549,3.4031412,2.5919495
Dương/146.BORO.NS/Borosil Renewables AR 2024-25,2024,Borosil Renewables Ltd,BORO.NS,1.8648706483800188,53.0,BORO.NS,Borosil Renewables Ltd,India,Semiconductors & Semiconductor Equipment,2024.0,4.911647,55.7798263,8.2309909,0.1730547,0.180255,0.5736259,0.2014510,0.0112342,-11112744.2949093,0.0580611,0.1634839,0.6228414,5.3816358,-10177413.6922177,4.0,11.1111111,0,50.0226754,50.8591249,6.4842236,3.4308268,3.2018101
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2021,2021,Fine Organic Industries Ltd,FINO.NS,1.6417116542316943,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2021.0,10.4264462,0.0,8.2118921,0.0473389,0.2031786,0.9063707,0.2020429,0.1418082,-4388377.5529832,0.2364752,0.2466479,0.1964322,59.5388925,34352185.8621844,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2023,2023,Fine Organic Industries Ltd,FINO.NS,2.439993443717263,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2023.0,6.6174882,21.9223213,8.4029173,0.0020077,0.0874145,0.9867737,0.4823126,0.2875968,21623371.3257349,0.5720781,0.1322147,0.1405729,-30.7777378,49734073.1853629,5.0,10.0,1,26.7579632,16.9724245,9.1907549,3.4031412,2.5919495
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2022,2022,Fine Organic Industries Ltd,FINO.NS,2.5012381246666626,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2022.0,7.637858,25.0684981,8.3422024,0.0157892,0.1464289,0.996926,0.3490260,0.2338635,35195387.0496592,0.3907492,0.2668095,0.1400356,48.8489148,75447492.6971762,4.0,10.0,1,40.54727,19.1705384,7.609365,3.370596,5.8971419
Dương/147.FINO.NS/FINEORG-Fine_Organic_Industries_Ltd-AnnualReport-FY2024,2024,Fine Organic Industries Ltd,FINO.NS,2.724713975083857,121.0,FINO.NS,Fine Organic Industries Ltd,India,Chemicals,2024.0,5.5508885,21.5137084,8.4680782,0.0011134,0.0854042,0.99526,0.6086818,0.0233562,-59204072.5570509,0.4395524,0.1677735,0.1545572,4.2596415,48136325.3364541,5.0,18.1818182,1,24.030282,20.1444009,6.4842236,3.4308268,3.2018101
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2019-20,2019,Affle 3i Ltd,AFFL.NS,1.5213153942110826,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2019.0,59.2169748,0.0,7.727176,0.167938,0.3221774,0.7494806,0.1902916,0.1118276,6502064.1684255,0.7338353,0.0,0.0116236,24.1237293,8696985.3848911,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2020-21,2020,Affle 3i Ltd,AFFL.NS,1.5213153942110826,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2020.0,30.5728433,0.0,8.0124063,0.15777,0.2572512,0.4916075,0.2297751,0.0061988,-2794891.7784432,0.1620739,0.0,0.0043066,57.6696005,18463568.371686,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2021-22,2021,Affle 3i Ltd,AFFL.NS,1.3838050854616388,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2021.0,12.9521901,0.0,8.3814655,0.0813618,0.2347033,0.6608949,0.4269789,0.07293,35199218.9867381,0.7741510,0.0,0.001439,101.6841003,28285644.2700662,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2022-23 (1),2022,Affle 3i Ltd,AFFL.NS,1.4020869941748817,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2022.0,12.8029925,57.3460461,8.3886849,0.0525322,0.2005818,0.7391467,0.3982961,0.0852329,1910540.4089581,0.3265204,0.0,0.0027493,22.4717766,29876582.278481,8.0,33.3333333,1,77.9505476,15.9959732,7.609365,3.370596,5.8971419
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2023-24,2023,Affle 3i Ltd,AFFL.NS,1.8939903262029547,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2023.0,7.881862,58.3872677,8.595371,0.0556283,0.1958144,0.8189357,0.3119292,0.1841499,56759208.1583683,0.6062058,0.0,0.0030344,26.6788974,35664427.1145771,7.0,40.0,0,76.5911534,30.0492581,9.1907549,3.4031412,2.5919495
Dương/150. AFFL.NS/Affle 3i Ltd Annual Report 2022-23,2022,Affle 3i Ltd,AFFL.NS,1.4020869941748817,11.0,AFFL.NS,Affle 3i Ltd,India,Media,2022.0,12.8029925,57.3460461,8.3886849,0.0525322,0.2005818,0.7391467,0.3982961,0.0852329,1910540.4089581,0.3265204,0.0,0.0027493,22.4717766,29876582.278481,8.0,33.3333333,1,77.9505476,15.9959732,7.609365,3.370596,5.8971419
Dương/152.GLAD.NS/Annual_Report_2020-21_(Double_Page),2020,Gland Pharma Ltd,GLAD.NS,1.4287666081414798,138.0,GLAD.NS,Gland Pharma Ltd,India,Pharmaceuticals,2020.0,4.144056,0.0,8.9485144,0.0007689,0.078898,0.8645301,0.5960026,0.0287858,44159043.9859442,0.7577021,0.1982988,0.198895,35.4548680,136314450.961893,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/151. IRCN.NS/IRCON_Annual_Report-2020-21_Low_Resolution_8,2020,Ircon International Ltd,IRCN.NS,1.7999124272372329,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2020.0,1.2062374,0.0,9.187169,0.0294198,0.5138733,0.8441463,0.0000138,0.0367976,-13491119.4060462,0.3486779,0.0107207,0.0238094,2.2063049,53469516.113595,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/152.GLAD.NS/Annual_Report_2021-22_(Double_Page),2021,Gland Pharma Ltd,GLAD.NS,1.4287666081414798,138.0,GLAD.NS,Gland Pharma Ltd,India,Pharmaceuticals,2021.0,3.5575784,0.0,9.0137128,0.0006055,0.0742983,0.8609837,0.4292324,0.0084252,-22877443.6308158,0.4809998,0.1569119,0.2145117,22.4539977,159636581.143431,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/151. IRCN.NS/Annual_Report_2023-24_English_F_Compressed_file,2023,Ircon International Ltd,IRCN.NS,2.0193120397787645,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2023.0,0.8679427,26.5144247,9.3209433,0.1472827,0.4021172,0.6059641,0.0000000,0.2855998,-18995800.839832,0.4795259,0.0027338,0.0438061,17.2351647,111518896.220756,8.0,18.1818182,1,10.6860407,25.4844309,9.1907549,3.4031412,2.5919495
Dương/151. IRCN.NS/IRCON_Annual_Report-2022-23_17-08-23_Small_Size-compressed,2022,Ircon International Ltd,IRCN.NS,2.0070437837971857,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022.0,0.9749527,16.5162732,9.2767174,0.0968452,0.4676072,0.7036091,0.0964078,0.1054019,131492210.321324,0.3355676,0.0121629,0.0137649,29.7909677,93138997.0788705,9.0,11.1111111,1,3.6927364,19.4853295,7.609365,3.370596,5.8971419
Dương/151. IRCN.NS/Ircon_AR2020_Final_29092020,2020,Ircon International Ltd,IRCN.NS,1.6424247044771354,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2020.0,1.2062374,0.0,9.187169,0.0294198,0.5138733,0.8441463,0.0000138,0.0367976,-13491119.4060462,0.3486779,0.0107207,0.0238094,2.2063049,53469516.113595,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/151. IRCN.NS/IRCON_Annual_Report_Final_24082022_144pm,2022,Ircon International Ltd,IRCN.NS,1.8907255507900207,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022.0,0.9749527,16.5162732,9.2767174,0.0968452,0.4676072,0.7036091,0.0964078,0.1054019,131492210.321324,0.3355676,0.0121629,0.0137649,29.7909677,93138997.0788705,9.0,11.1111111,1,3.6927364,19.4853295,7.609365,3.370596,5.8971419
Dương/151. IRCN.NS/IRCON_Annual_Report_-2024-25_Web,2024,Ircon International Ltd,IRCN.NS,2.471105085396898,194.0,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2024.0,0.7778269,26.13031,9.3587962,0.2202289,0.370175,0.5476566,0.0000000,0.2449445,11709771.7963721,0.4211156,0.0046529,0.1013561,-14.8874253,85176126.3897016,9.0,20.0,1,14.1131549,22.1195471,6.4842236,3.4308268,3.2018101
Dương/152.GLAD.NS/Gland-Pharma-AR 2022-23,2022,Gland Pharma Ltd,GLAD.NS,1.3785180058557658,138.0,GLAD.NS,Gland Pharma Ltd,India,Pharmaceuticals,2022.0,3.4567362,36.8964654,9.0287121,0.0005073,0.0830681,0.8904756,0.7491020,0.1552486,193533958.130477,0.4437531,0.2253693,0.1977894,-23.9101007,95063656.2804284,5.0,18.1818182,1,54.0909504,18.5530765,7.609365,3.370596,5.8971419
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2018-19,2018,Metropolis Healthcare Ltd,METP.NS,0.0,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2018.0,16.1019959,0.0,7.9024622,0.0321714,0.2252575,0.9282957,0.3721129,0.0091343,1142440.011564,0.1974396,0.047232,0.2111163,10.6983076,17868285.6316855,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2019-20,2019,Metropolis Healthcare Ltd,METP.NS,1.3790036156455896,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2019.0,12.7770483,0.0,7.9993664,0.0886723,0.2253024,0.7409411,0.5986774,0.0075915,7407537.201492,0.3706211,0.0324377,0.2404251,3.3204517,16931782.8839951,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2020-21,2020,Metropolis Healthcare Ltd,METP.NS,1.7190058920869882,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2020.0,9.4320518,0.0,8.137776,0.1117764,0.203059,0.6848405,0.4939989,0.2845832,38204903.1270082,0.5860938,0.0440002,0.2173072,20.0310507,25069212.5736631,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/154.HERN.NS/Annual-Report-2021-22-1,2021,Heranba Industries Ltd,HERN.NS,2.5952225010459147,167.0,HERN.NS,Heranba Industries Ltd,India,Chemicals,2021.0,1.1234008,0.0,8.1485776,0.0504964,0.3168449,0.9560044,0.2805635,0.0,1345956.7280709,0.1204062,0.2424693,0.1943189,14.6803839,24909026.7109698,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2021-22,2021,Metropolis Healthcare Ltd,METP.NS,2.1826484125364543,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2021.0,6.3463607,0.0,8.3045252,0.2473747,0.1970533,0.4681744,0.1586867,0.0125032,-42573944.6176223,0.1733447,0.0357281,0.1625345,18.5986244,28284866.9458007,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/154.HERN.NS/Heranba_AR-20-21_13092021-Compress,2021,Heranba Industries Ltd,HERN.NS,2.636220962832508,167.0,HERN.NS,Heranba Industries Ltd,India,Chemicals,2021.0,1.1234008,0.0,8.1485776,0.0504964,0.3168449,0.9560044,0.2805635,0.0,1345956.7280709,0.1204062,0.2424693,0.1943189,14.6803839,24909026.7109698,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/155. ADAG/ADAG 2022,2022,Adani Total Gas Ltd,ADAG.NS,0.0,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2022.0,11.3229682,44.1922663,8.8370266,0.2519069,0.3885303,0.8110556,0.0054893,0.0,-2323515.0925024,0.0109179,0.0161125,0.6942678,35.7587684,64403602.7263875,6.0,22.2222222,1,44.0631976,36.9792587,7.609365,3.370596,5.8971419
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2022-23,2022,Metropolis Healthcare Ltd,METP.NS,2.0752771067083047,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2022.0,7.0422584,48.2610068,8.2618964,0.1773994,0.176458,0.5161335,0.1865348,0.0132408,347224.9269718,0.0641457,0.0332293,0.206875,-13.6437895,17453018.5004869,5.0,28.5714286,0,76.7967489,17.4602899,7.609365,3.370596,5.8971419
Dương/155. ADAG/ADAG 2023,2023,Adani Total Gas Ltd,ADAG.NS,1.0,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2023.0,10.0226375,52.1511505,8.8981024,0.2362383,0.2746584,0.6011908,0.0177630,0.0159287,15011397.7204559,0.0246758,0.0150443,0.7020583,1.4032020,77936412.7174565,4.0,27.2727273,1,61.3492862,42.9299663,9.1907549,3.4031412,2.5919495
Dương/153.METP.NS/Metropolis Healthcare Ltd Annual Report 2023-24,2023,Metropolis Healthcare Ltd,METP.NS,1.7309298111465563,245.0,METP.NS,Metropolis Healthcare Ltd,India,Health Care Providers & Services,2023.0,6.9340022,59.9269048,8.2708423,0.1267245,0.1581121,0.5357821,0.2318629,0.0038307,-745650.869826,0.0815897,0.0275074,0.2160903,3.6801595,15411589.6820636,7.0,28.5714286,0,64.1778492,52.66209,9.1907549,3.4031412,2.5919495
Dương/154.HERN.NS/Heranba-Industries-AR2023,2023,Heranba Industries Ltd,HERN.NS,3.30246320809292,167.0,HERN.NS,Heranba Industries Ltd,India,Chemicals,2023.0,0.9677642,37.0922063,8.2492475,0.1114873,0.3994377,0.9284446,0.0482217,0.0,-8585482.9034193,0.0243403,0.1878578,0.3935646,-6.0430817,4139172.1655669,6.0,12.5,1,48.5375852,44.5083709,9.1907549,3.4031412,2.5919495
Dương/156.NEOE.NS/Annual-Report_2018-19,2018,Neogen Chemicals Ltd,NEOE.NS,1.0,266.0,NEOE.NS,Neogen Chemicals Ltd,India,Chemicals,2018.0,12.0763067,0.0,7.5517257,0.4868843,0.473715,0.662411,0.0099913,0.0,29546.1115929,0.0060848,0.2989094,0.3371946,37.1813771,3040849.9566349,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/156.NEOE.NS/Neogen-Chemicals-Annual-Report-2020-21-Interactive-PDF,2020,Neogen Chemicals Ltd,NEOE.NS,2.2502513697815263,266.0,NEOE.NS,Neogen Chemicals Ltd,India,Chemicals,2020.0,6.4691485,0.0,7.8277979,0.450726,0.3535121,0.5629403,0.0029560,0.0,-36711.9241971,0.0014923,0.23466,0.4899348,13.1957188,4283960.2390035,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/155. ADAG/ADAG 2018,2018,Adani Total Gas Ltd,ADAG.NS,1.936710808176764,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2018.0,26.4137873,0.0,8.4733888,0.1914669,0.2390311,0.5198275,0.2773260,0.011105,10114194.854004,0.0536517,0.0213643,0.55465,17.6662364,33060132.9864123,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/156.NEOE.NS/Neogen-AR-2022,2022,Neogen Chemicals Ltd,NEOE.NS,1.4707711761789393,266.0,NEOE.NS,Neogen Chemicals Ltd,India,Chemicals,2022.0,3.3623052,0.0,8.1080978,0.3506453,0.3888214,0.7172315,0.0444672,0.0,-2984420.6426485,0.1095167,0.3040615,0.3623838,30.0994809,6082035.053554,0.0,0.0,0,0.0,0.0,7.609365,3.370596,5.8971419
Dương/155. ADAG/ADAG 2019,2019,Adani Total Gas Ltd,ADAG.NS,2.0615511144484726,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2019.0,24.1688124,0.0,8.5168215,0.1729461,0.2386969,0.5878919,0.0331929,0.0278639,-9375705.2022354,0.0395644,0.016678,0.6085966,0.1076453,52782976.9158271,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/155. ADAG/ADAG 2020,2020,Adani Total Gas Ltd,ADAG.NS,2.572990998897419,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2020.0,18.1935759,0.0,8.6415066,0.1651621,0.252288,0.6364946,0.0126571,0.0,-10718241.1091513,0.0042676,0.0162347,0.6368131,-7.5778621,64529581.4703912,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/16. HPG/HPG 2019,2019,Hoa Phat Group JSC,HPG.HM,0.0,661.0,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2019.0,1.8157015,0.0,9.6427007,0.3603968,0.2651331,0.4982991,0.0621962,0.0281656,87578573.0762591,0.0757334,0.1907318,0.6722157,14.1017780,327057452.687843,0.0,0.0,0,0.0,0.0,7.3592627,3.5366721,2.4232269
Dương/16. HPG/HPG 2018,2018,Hoa Phat Group JSC,HPG.HM,0.0,661.0,HPG.HM,Hoa Phat Group JSC,Vietnam,Metals & Mining,2018.0,2.4364572,0.0,9.5280338,0.3107233,0.2893797,0.5999984,0.0805041,0.0088633,-75421510.1004744,0.1152032,0.1804474,0.6477977,18.4026049,370873251.670116,0.0,0.0,0,0.0,0.0,7.4650069,3.5081673,3.6266473
Dương/155. ADAG/ADAG 2021,2021,Adani Total Gas Ltd,ADAG.NS,1.7491764680545667,3.0,ADAG.NS,Adani Total Gas Ltd,India,Gas Utilities,2021.0,13.3879929,41.4901368,8.7647055,0.2344511,0.3316075,0.7324239,0.0212618,0.0,2753572.3978741,0.0094053,0.0173897,0.6501081,72.6916302,66488892.1679969,5.0,25.0,0,57.048691,28.6622034,9.6895925,3.3501731,8.3549077
Dương/159.RAIT.NS/Railtel Corporation of India Ltd Annual Report 2023-24,2023,Railtel Corporation of India Ltd,RAIT.NS,1.911752711964704,292.0,RAIT.NS,Railtel Corporation of India Ltd,India,Diversified Telecommunication Services,2023.0,2.6634333,21.2751256,8.6865044,0.0112654,0.5170536,0.9421826,0.0842324,0.018029,7181763.6472706,0.1905858,0.0007433,0.2560611,28.9099043,29539292.1415717,8.0,0.0,1,10.2526613,17.5584331,9.1907549,3.4031412,2.5919495
Dương/159.RAIT.NS/Railtel Corporation of India Ltd Annual Report 2020-21,2020,Railtel Corporation of India Ltd,RAIT.NS,1.3609831561090004,292.0,RAIT.NS,Railtel Corporation of India Ltd,India,Diversified Telecommunication Services,2020.0,3.5782408,0.0,8.5688209,0.0111368,0.4132395,0.8633424,0.1135688,0.0466174,15753995.925455,0.2589861,0.0004465,0.3548726,26.4973492,19477145.6308025,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
