path_to_file,year,company_name,Identifier,ClimateRiskScore,Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
Vân/UPA/UPA Annual Report 2018,2018,UPA Corporation Bhd,UPAB.KL,0.0,560.0,UPAB.KL,UPA Corporation Bhd,Malaysia,Paper & Forest Products,2018.0,0.5212131,0.0,7.8648083,0.0584319,0.1143087,0.8087609,0.0000000,0.1965702,64891.04,0.1984957,0.1954794,0.2252358,3.0899321,2182808.72,0.0,0.0,0,0.0,0.0,4.843087,4.0374983,0.6246747
Vân/UPA/UPA Annual Report 2020 (Web Version),2020,UPA Corporation Bhd,UPAB.KL,0.0,560.0,UPAB.KL,UPA Corporation Bhd,Malaysia,Paper & Forest Products,2020.0,0.519174,0.0,7.8664078,0.0154423,0.0700689,0.690369,0.0000000,0.1984659,-2502985.07,0.2068182,0.2006381,0.231675,-18.5252038,1739801.0,0.0,0.0,0,0.0,0.0,-5.4568466,3.9981515,-0.8180077
Vân/Universal Robina Corp/11032020_URC_AR,2020,Universal Robina Corp,URC.PS,1.7103356781004286,593.0,URC.PS,Universal Robina Corp,Philippines,Food Products,2020.0,0.8528841,39.3527447,9.5646617,0.2732144,0.3045935,0.6393897,0.1299457,0.0,-33719400.124974,0.1206782,0.1495744,0.3697037,4.3540470,218790459.904187,0.0,0.0,1,17.4666667,62.0555719,-9.5182947,3.5088769,1.6504902
Vân/United Plantations Bhd/UP_Annual_Report_2023,2023,United Plantations Bhd,UTPS.KL,2.8401111127970653,561.0,UTPS.KL,United Plantations Bhd,Malaysia,Food Products,2023.0,4.596822,69.41,8.8518849,0.0038939,0.0572361,0.4521099,0.7373552,0.0,10611328.98,0.1830100,0.0911296,0.5068426,-23.2200016,154906535.95,4.0,11.11,1,72.89,58.38,3.5554872,4.0561073,-1.8722556
Vân/Universal Robina Corp/Final-Book_URC-AR-2020_05072021-Hires,2020,Universal Robina Corp,URC.PS,1.662965858188342,593.0,URC.PS,Universal Robina Corp,Philippines,Food Products,2020.0,0.8528841,39.3527447,9.5646617,0.2732144,0.3045935,0.6393897,0.1299457,0.0,-33719400.124974,0.1206782,0.1495744,0.3697037,4.3540470,218790459.904187,0.0,0.0,1,17.4666667,62.0555719,-9.5182947,3.5088769,1.6504902
Vân/UPA/UPA Annual Report 2021,2021,UPA Corporation Bhd,UPAB.KL,1.0,560.0,UPAB.KL,UPA Corporation Bhd,Malaysia,Paper & Forest Products,2021.0,0.5307876,0.0,7.8564915,0.0165726,0.0641484,0.6599622,0.0000000,0.184448,-832132.56,0.2012322,0.2063878,0.2250525,20.5562650,2616474.54,0.0,0.0,0,0.0,0.0,3.3153495,4.0375505,5.6759385
Vân/UPA/UPA Annual Report 2024 Full,2024,UPA Corporation Bhd,UPAB.KL,1.0,560.0,UPAB.KL,UPA Corporation Bhd,Malaysia,Paper & Forest Products,2024.0,0.5614173,25.07,7.8332587,0.027636,0.0706952,0.6705937,2.9543131,0.0,-2822068.04,0.2131583,0.1482377,0.2130087,-11.8553894,338630.26,6.0,14.29,0,43.24,20.47,5.1141555,4.0743504,0.7825099
Vân/United Plantations Bhd/UP_Annual_Report_2024,2024,United Plantations Bhd,UTPS.KL,2.6690413020293167,561.0,UTPS.KL,United Plantations Bhd,Malaysia,Food Products,2024.0,4.5313082,62.7,8.8608665,0.0041465,0.0685113,0.5010519,0.7385092,0.0,-33779095.79,0.1532391,0.08993,0.513197,12.0925438,161013652.64,4.0,11.11,1,55.57,54.25,5.1141555,4.0743504,0.7825099
Vân/Universal Robina Corp/URC_AnnualReport2023,2023,Universal Robina Corp,URC.PS,2.5657495828804544,593.0,URC.PS,Universal Robina Corp,Philippines,Food Products,2023.0,0.9477507,47.6143057,9.5125841,0.1560286,0.3167909,0.9135621,0.1764659,0.0,-19204727.7388604,0.0780062,0.2549613,0.3542606,6.3245408,229700503.538673,4.0,22.2222222,1,22.991453,66.5177188,5.5189497,3.58025,4.6014331
Vân/UZMA/ar2018 (1),2018,Uzma Bhd,UZMA.KL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/UZMA/ar2019 (1),2019,Uzma Bhd,UZMA.KL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/UZMA/ar2020 (1),2020,Uzma Bhd,UZMA.KL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/UZMA/ar2022 (1),2022,Uzma Bhd,UZMA.KL,1.395771977575063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/UZMA/ar2021 (1),2021,Uzma Bhd,UZMA.KL,1.285064118818876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/Valterra Platinum Ltd/amplats-ar-final-2018,2018,Valterra Platinum Ltd,VALJ.J,1.302833031518337,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2018.0,2.0071015,77.2584612,9.7945188,0.0702987,0.2783757,0.5897661,0.3687108,0.0,12824712.6637068,0.1007275,0.2459783,0.5312451,-2.1808388,493402939.925979,7.0,15.3846154,1,85.4761905,82.2968046,1.5567838,3.8397406,3.9932951
Vân/Valterra Platinum Ltd/integrated-annual-report-2023,2023,Valterra Platinum Ltd,VALJ.J,1.7460807818243826,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2023.0,1.4030473,73.0652891,9.9664104,0.0450965,0.2773927,0.6743819,0.4916594,0.0,-286617584.316986,0.1359668,0.2143959,0.54663,-29.3829573,735469473.03935,5.0,46.1538462,1,60.0282486,80.9565079,0.6984852,3.7797799,4.8042714
Vân/Valterra Platinum Ltd/integrated-annual-report-2022,2022,Valterra Platinum Ltd,VALJ.J,2.518966037200711,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2022.0,1.263606,77.1535651,10.0172009,0.0025888,0.3281651,0.7244628,0.4875037,0.0,-1287313871.70379,0.1683978,0.2765977,0.4474773,-28.0780678,2899014372.75058,0.0,46.1538462,1,66.2464986,84.7359951,1.91148,3.8144747,4.9924714
Vân/Valterra Platinum Ltd/aap-integrated-annual-report-2020,2020,Valterra Platinum Ltd,VALJ.J,2.0879615736461936,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2020.0,1.3183622,81.0733589,9.9925413,0.0058389,0.3236873,0.7077862,0.4171142,0.0,98380969.2397772,0.2262330,0.3142467,0.3956863,31.8705696,2069949209.54806,3.0,18.1818182,1,84.5931759,82.2201227,-6.1689177,3.7466812,5.3913943
Vân/UZMA/ar2023 (1),2023,Uzma Bhd,UZMA.KL,1.7624099154056856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/Valterra Platinum Ltd/iar-2021,2021,Valterra Platinum Ltd,VALJ.J,1.2391659715064405,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2021.0,1.1551197,78.437891,10.0517264,0.0033972,0.3134516,0.7245432,0.8810300,0.0,1969222303.51236,0.3658827,0.208544,0.3690612,43.0205706,4941252243.29513,0.0,30.7692308,1,73.3611111,82.6718799,4.9550326,3.8352719,6.5386906
Vân/Valterra Platinum Ltd/annual-report-2019,2019,Valterra Platinum Ltd,VALJ.J,1.8275529044459269,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2019.0,1.6907989,82.7822324,9.8711843,0.0085657,0.2742934,0.6578741,0.6367938,0.0,643575323.181146,0.2374324,0.2157854,0.4999519,36.8513928,1326954272.27967,5.0,18.1818182,1,88.3466667,82.1004453,0.2599356,3.8151599,4.6135247
Vân/UZMA/ar2024 (1),2024,Uzma Bhd,UZMA.KL,1.2689022002373131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/Valterra Platinum Ltd/integrated-annual-report-2024,2024,Valterra Platinum Ltd,VALJ.J,1.999779499185044,649.0,VALJ.J,Valterra Platinum Ltd,South Africa,Metals & Mining,2024.0,1.3527809,65.7077472,9.9575261,0.0402122,0.2638365,0.6517109,0.5428926,0.0,56762118.9776453,0.1403345,0.1448378,0.5979537,-15.1563798,392189108.039001,0.0,28.5714286,1,37.0402299,76.0996748,0.5798537,3.7961142,3.8432984
Vân/UZMA/ar2024 (2),2024,Uzma Bhd,UZMA.KL,1.2689022002373131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/VisDynamics Holdings Bhd/AR 2018,2018,VisDynamics Holdings Bhd,VSDY.KL,0.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2018.0,1.1313837,0.0,7.1116662,0.0419898,0.2321368,0.9380874,0.2744496,0.0,188240.5,0.2481904,0.2806327,0.0992803,30.9540770,1952863.97,0.0,0.0,0,0.0,0.0,4.843087,4.0374983,0.6246747
Vân/VisDynamics Holdings Bhd/ar2019,2019,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2019.0,1.1031725,0.0,7.1129841,0.0396751,0.1804272,0.9852836,0.3793041,0.0,-74793.54,0.2687969,0.2552756,0.1050309,-19.5753438,1213654.1,0.0,0.0,0,0.0,0.0,4.4131874,4.0382303,0.0718269
Vân/VisDynamics Holdings Bhd/AnnualReport2020,2020,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2020.0,1.0262887,0.0,7.1350184,0.0406479,0.1911306,0.993433,0.0000000,0.136178,-719585.64,0.3626681,0.3191981,0.1150422,-20.4824633,589214.65,0.0,0.0,0,0.0,0.0,-5.4568466,3.9981515,-0.8180077
Vân/VisDynamics Holdings Bhd/ar2021,2021,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2021.0,0.8387978,0.0,7.2223222,0.0059703,0.1805966,0.9709193,0.0000000,0.2262605,1911394.06,0.4671248,0.2712712,0.1807166,82.7938703,2320478.38,0.0,0.0,0,0.0,0.0,3.3153495,4.0375505,5.6759385
Vân/VisDynamics Holdings Bhd/VisDynamics_2023_-_Annual_Report_2023,2023,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2023.0,0.9178914,40.56,7.1938656,0.0023412,0.0789356,0.9552317,0.0000000,0.3199506,-1400035.7,0.4136294,0.2487495,0.1715012,-48.2274453,595527.09,5.0,42.86,1,54.63,17.88,3.5554872,4.0561073,-1.8722556
Vân/VisDynamics Holdings Bhd/Annual_Report_2022,2022,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2022.0,0.8161903,42.29,7.2362487,0.0035412,0.1782113,0.9878062,0.0000000,0.3742937,3142310.62,0.3981506,0.2448407,0.1598303,-6.5616179,2690490.9,5.0,42.86,1,54.09,20.31,8.8618219,4.0699673,6.4034851
Vân/VisDynamics Holdings Bhd/VisDynamics_Annual_Report_2024,2024,VisDynamics Holdings Bhd,VSDY.KL,1.0,562.0,VSDY.KL,VisDynamics Holdings Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2024.0,0.962213,39.32,7.1638404,0.0011127,0.0926564,1.0,0.0000000,0.2938116,-1157426.29,0.3535388,0.2885705,0.2259993,-66.8999706,-1763309.71,5.0,42.86,1,41.93,21.04,5.1141555,4.0743504,0.7825099
Vân/ViTrox Corporation Bhd/vitrox_ar2019,2019,ViTrox Corporation Bhd,VTRX.KL,1.0,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2019.0,11.4118825,0.0,8.1784329,0.079526,0.1437537,0.6601826,0.2623973,0.0,10479579.36,0.3366546,0.1808029,0.2171224,-13.0957790,19479334.8,0.0,0.0,0,0.0,0.0,4.4131874,4.0382303,0.0718269
Vân/ViTrox Corporation Bhd/vitrox_ar2018,2018,ViTrox Corporation Bhd,VTRX.KL,0.0,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2018.0,12.539509,0.0,8.1445516,0.0976107,0.1820744,0.6451046,0.2210708,0.0,-445278.45,0.2984635,0.179995,0.2692981,18.0088457,25540920.1,0.0,0.0,0,0.0,0.0,4.843087,4.0374983,0.6246747
Vân/ViTrox Corporation Bhd/vitrox_ar2020,2020,ViTrox Corporation Bhd,VTRX.KL,1.221010921799405,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2020.0,9.0606493,0.0,8.2765687,0.0537576,0.2028285,0.8072047,0.4609745,0.0,16550746.27,0.4270494,0.1791051,0.171793,40.8904419,26273631.84,0.0,0.0,0,0.0,0.0,-5.4568466,3.9981515,-0.8180077
Vân/ViTrox Corporation Bhd/vitrox_ar2021,2021,ViTrox Corporation Bhd,VTRX.KL,2.0741109891759355,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2021.0,7.8016901,0.0,8.3568626,0.0370856,0.2163094,0.870069,0.3822636,0.0,-522814.6,0.3251326,0.2049077,0.2018793,39.5903860,40681556.2,0.0,0.0,0,0.0,0.0,3.3153495,4.0375505,5.6759385
Vân/ViTrox Corporation Bhd/vitrox_ar2022,2022,ViTrox Corporation Bhd,VTRX.KL,1.4094262436497749,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2022.0,7.0837576,50.04,8.4127476,0.0640275,0.1763411,0.760766,0.9675391,0.0,26013863.64,0.3704150,0.178101,0.1984884,4.3939593,45527272.73,5.0,28.57,1,73.24,31.62,8.8618219,4.0699673,6.4034851
Vân/ViTrox Corporation Bhd/vitrox_ar2024,2024,ViTrox Corporation Bhd,VTRX.KL,1.260825277629494,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2024.0,6.558328,66.26,8.4322923,0.039997,0.122407,0.7894237,0.7005737,0.0,-10935317.82,0.2995677,0.1666135,0.2486935,-1.3097416,20013652.64,5.0,33.33,1,79.59,71.48,5.1141555,4.0743504,0.7825099
Vân/ViTrox Corporation Bhd/vitrox_ar2023,2023,ViTrox Corporation Bhd,VTRX.KL,1.5576330917028494,564.0,VTRX.KL,ViTrox Corporation Bhd,Malaysia,Semiconductors & Semiconductor Equipment,2023.0,7.0007025,65.96,8.4050419,0.0538983,0.1323101,0.7437076,0.5153795,0.0,4050326.8,0.3283098,0.1702433,0.248818,-26.5412569,27796732.03,5.0,44.44,1,77.23,68.63,3.5554872,4.0561073,-1.8722556
Vân/Vodacom Group Ltd/integrated-annual-report-2020,2020,Vodacom Group Ltd,VODJ.J,1.494811211712722,651.0,VODJ.J,Vodacom Group Ltd,South Africa,Wireless Telecommunication Services,2020.0,1.4407411,68.8257129,10.0661978,0.2902506,0.2446229,0.4542755,0.3743998,0.0,-66501879.2537162,0.1409977,0.006966,0.3284122,30.8750956,1156062709.51139,9.0,16.6666667,1,48.5277778,55.2843437,-6.1689177,3.7466812,5.3913943
Vân/Vodacom Group Ltd/vodacom-group-limited-integrated-report-2023-singles,2023,Vodacom Group Ltd,VODJ.J,3.0110518247739595,651.0,VODJ.J,Vodacom Group Ltd,South Africa,Wireless Telecommunication Services,2023.0,1.3210008,66.8267296,10.1043658,0.3053783,0.2961644,0.481985,0.3327206,0.0,41328865.7287516,0.1491968,0.0096462,0.3102201,18.7480665,1018106482.607,8.0,38.4615385,1,26.9252874,73.3272956,0.6984852,3.7797799,4.8042714
Vân/VS Industry Bhd/Annual Report 2020_latest ,2020,VST Tillers Tractors Ltd,VST.NS,0.0,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2020.0,4.3336484,0.0,8.0829782,0.0,0.19691,0.8005063,0.1652908,0.0,774190.9020058,0.4047165,0.1228015,0.2717475,44.7902812,12411814.2663768,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Vân/VS Industry Bhd/VS AR2018 (Cover to Page 18),2018,VST Tillers Tractors Ltd,VST.NS,1.0,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2018.0,4.8261899,0.0,8.0340676,0.0,0.1406983,0.6648302,0.1569586,0.0,33673.6050882,0.1650960,0.1728303,0.2764767,-24.2585437,6658469.0662041,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Vân/VS Industry Bhd/VS AR2018 (Page 19 to 40),2018,VST Tillers Tractors Ltd,VST.NS,1.0,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2018.0,4.8261899,0.0,8.0340676,0.0,0.1406983,0.6648302,0.1569586,0.0,33673.6050882,0.1650960,0.1728303,0.2764767,-24.2585437,6658469.0662041,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Vân/Vodacom Group Ltd/vodacom-group-limited-integrated-report-2024-spreads-updated,2024,Vodacom Group Ltd,VODJ.J,2.3850927929724657,651.0,VODJ.J,Vodacom Group Ltd,South Africa,Wireless Telecommunication Services,2024.0,1.2211472,71.6949959,10.13538,0.3110156,0.3040111,0.4811094,0.3381581,0.0,114624765.068403,0.1757366,0.0091487,0.3245767,4.4985493,1086749857.94834,10.0,33.3333333,1,43.2763533,74.9466633,0.5798537,3.7961142,3.8432984
Vân/Vodacom Group Ltd/vodacom-integrated-report-2021-lores,2021,Vodacom Group Ltd,VODJ.J,1.7440278547417862,651.0,VODJ.J,Vodacom Group Ltd,South Africa,Wireless Telecommunication Services,2021.0,1.4297488,71.8131384,10.0858736,0.2948075,0.324032,0.5852735,0.3072121,0.0,99220750.7634999,0.1453046,0.0100412,0.3330561,5.6749356,1214341472.76736,9.0,28.5714286,1,42.1008403,69.5042195,4.9550326,3.8352719,6.5386906
Vân/VS Industry Bhd/VS AR2018 (Page 41 to Back Cover),2018,VST Tillers Tractors Ltd,VST.NS,0.0,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2018.0,4.8261899,0.0,8.0340676,0.0,0.1406983,0.6648302,0.1569586,0.0,33673.6050882,0.1650960,0.1728303,0.2764767,-24.2585437,6658469.0662041,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Vân/Vodacom Group Ltd/vodacom-integrated-report-2022-lores,2022,Vodacom Group Ltd,VODJ.J,2.4719702204228486,651.0,VODJ.J,Vodacom Group Ltd,South Africa,Wireless Telecommunication Services,2022.0,1.3224158,71.468601,10.1085954,0.30807,0.2820051,0.4522473,0.3425279,0.0,229073750.161696,0.1515805,0.0094431,0.3251692,-4.7267283,1018599236.23336,11.0,35.7142857,1,44.9435028,67.8769421,1.91148,3.8144747,4.9924714
Vân/VSTECS Bhd/ar2018 (4),2018,VSTECS Bhd,VSTE.KL,1.0,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2018.0,2.7676279,0.0,8.0639673,0.0,0.3979676,1.0,0.2833026,0.0,972154.96,0.1130919,0.2774027,0.0050529,-13.0518203,5957384.99,0.0,0.0,0,0.0,0.0,4.843087,4.0374983,0.6246747
Vân/VS Industry Bhd/VS  Annual Report 2021a,2021,VST Tillers Tractors Ltd,VST.NS,1.104770742428021,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2021.0,4.1374369,0.0,8.1047514,0.0010827,0.1797998,0.8022319,0.0392789,0.0190155,-477382.4988735,0.3864324,0.1057676,0.2553949,7.6573562,13084066.9605567,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Vân/VSTECS Bhd/ar2019 (4),2019,VSTECS Bhd,VSTE.KL,1.0,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2019.0,2.410581,0.0,8.1270961,0.0038564,0.4379457,0.9992671,0.2934359,0.0,4028857.91,0.1498876,0.2402289,0.0078096,11.5193086,7237466.37,0.0,0.0,0,0.0,0.0,4.4131874,4.0382303,0.0718269
Vân/VSTECS Bhd/ar2020 (4),2020,VSTECS Bhd,VSTE.KL,1.3824748161075036,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2020.0,2.3226748,0.0,8.1434351,0.0097279,0.3959873,0.9839448,0.4411651,0.0,6793532.34,0.1825332,0.1546983,0.0135414,13.8620518,9149502.49,0.0,0.0,0,0.0,0.0,-5.4568466,3.9981515,-0.8180077
Vân/VS Industry Bhd/VS AR2019,2019,VST Tillers Tractors Ltd,VST.NS,1.0,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2019.0,5.4219972,0.0,7.9855287,0.0,0.1508766,0.7245301,0.2106115,0.0,880000.132744,0.1770538,0.1505879,0.3014115,-18.7913620,2390174.9565264,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Vân/VS Industry Bhd/VS Industry - Annual Report 2022a,2022,VST Tillers Tractors Ltd,VST.NS,1.1131303610625745,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2022.0,3.9627962,34.0249996,8.1230813,0.0017311,0.1982217,0.8118148,0.0458726,0.0009168,-1737353.9435248,0.3927405,0.1014873,0.2271849,8.8899578,11241260.9542356,5.0,10.0,0,59.7126607,14.456116,7.609365,3.370596,5.8971419
Vân/VS Industry Bhd/VS Industry - Annual Report 2023a,2023,VST Tillers Tractors Ltd,VST.NS,1.2611556720637702,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2023.0,3.7764725,32.1906478,8.1461075,0.0011608,0.1605832,0.7703819,0.0812320,0.024382,3929502.0995801,0.4352347,0.1034089,0.1982403,-5.1875948,14525134.9730054,5.0,11.1111111,0,67.3388761,12.4541867,9.1907549,3.4031412,2.5919495
Vân/VS Industry Bhd/VS-Annual Report 2024a,2024,VST Tillers Tractors Ltd,VST.NS,1.2591847817418,360.0,VST.NS,VST Tillers Tractors Ltd,India,Machinery,2024.0,3.5891899,34.870978,8.1704372,0.0015524,0.1606113,0.7717135,0.2320862,0.0189777,3218162.668227,0.4638472,0.0828872,0.1790616,0.2127059,10879637.2147455,7.0,11.1111111,0,55.4437833,16.0327444,6.4842236,3.4308268,3.2018101
Vân/VSTECS Bhd/ar2021 (4),2021,VSTECS Bhd,VSTE.KL,1.2024133399458672,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2021.0,1.9485855,31.52,8.2182481,0.0058465,0.4508986,0.9932692,0.2321003,0.0,-6165465.9,0.1254012,0.3233222,0.008995,25.6518184,13206532.18,4.0,16.67,1,69.52,6.29,3.3153495,4.0375505,5.6759385
Vân/VSTECS Bhd/ar2022 (4),2022,VSTECS Bhd,VSTE.KL,1.3370686312150497,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2022.0,2.0101145,36.03,8.2102407,0.0220269,0.4237695,0.9989831,0.1539984,0.0,-5922045.45,0.0640676,0.354623,0.0072844,-0.1450847,13563636.36,4.0,28.57,1,70.44,11.57,8.8618219,4.0699673,6.4034851
Vân/VSTECS Bhd/ar2023 (4),2023,VSTECS Bhd,VSTE.KL,1.5116820025459918,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2023.0,1.7877119,38.04,8.2533417,0.0477037,0.440284,0.9892079,0.4165440,0.0,22713725.49,0.2025326,0.2441258,0.0115229,-5.6420350,14689760.35,4.0,42.86,1,74.1,12.92,3.5554872,4.0561073,-1.8722556
Vân/VSTECS Bhd/ar2024 (5),2024,VSTECS Bhd,VSTE.KL,2.010485617540485,563.0,VSTE.KL,VSTECS Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2024.0,1.6217131,43.87,8.2933428,0.0050175,0.4253556,0.9944238,0.0000000,0.1211611,-9955461.06,0.1328508,0.2821948,0.0089416,9.3049490,15793643.69,4.0,42.86,1,78.53,17.43,5.1141555,4.0743504,0.7825099
Vân/Vukile Property Fund Ltd/2019-Integrated-Annual-Report,2019,Vukile Property Fund Ltd,VKEJ.J,1.427064891977491,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2019.0,0.6705137,22.8858608,9.3512679,0.4609297,0.080712,0.1435995,0.4423136,0.0,23654443.335837,0.0360299,0.0,0.0006241,0.2500038,-2186074.1471508,6.0,25.0,1,25.8530184,19.4054778,0.2599356,3.8151599,4.6135247
Vân/Vukile Property Fund Ltd/2018-Integrated-Annual-Report,2018,Vukile Property Fund Ltd,VKEJ.J,1.1828023245677506,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2018.0,0.608323,29.3439447,9.3847839,0.3694791,0.0607737,0.1296116,0.4763375,0.0,2927049.8877956,0.0397915,0.0,0.0005506,14.6302349,134539547.730019,5.0,23.0769231,1,31.1733333,25.444971,1.5567838,3.8397406,3.9932951
Vân/Vukile Property Fund Ltd/2022-Integrated-Annual-Report,2022,Vukile Property Fund Ltd,VKEJ.J,1.5866155705318694,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2022.0,0.6749433,54.3018881,9.3529453,0.4324783,0.0443408,0.0888544,0.4400675,0.0,46230940.9852477,0.0328066,0.0,0.0017716,-13.6817251,114621238.111843,6.0,20.0,1,35.0282486,69.17806,1.91148,3.8144747,4.9924714
Vân/Vukile Property Fund Ltd/2020-Integrated-Annual-Report,2020,Vukile Property Fund Ltd,VKEJ.J,1.5537629640136723,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2020.0,0.6234521,26.9817505,9.3869284,0.4291509,0.1032452,0.1994525,0.2376211,0.0,-37652795.1782752,0.0302521,0.0,0.0019449,5.2518838,28307317.2383436,5.0,18.1818182,1,35.9722222,13.3269681,-6.1689177,3.7466812,5.3913943
Vân/Vukile Property Fund Ltd/2021-Integrated-Annual-Report,2021,Vukile Property Fund Ltd,VKEJ.J,2.282189443526521,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2021.0,0.6576138,37.3796719,9.3761764,0.4258027,0.0540821,0.1094597,0.3008520,0.0,-29992193.8125693,0.0158728,0.0,0.0019294,15.2037624,136402854.051685,8.0,18.1818182,1,32.1848739,22.8360228,4.9550326,3.8352719,6.5386906
Vân/W T K Holdings Bhd/Annual-Report2018,2018,W T K Holdings Bhd,WTKH.KL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/W T K Holdings Bhd/W-T-K-Annual-Report-2020,2020,W T K Holdings Bhd,WTKH.KL,1.4121981077103365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vân/Vukile Property Fund Ltd/Vukile-IR-2023_2-Aug-2023,2023,Vukile Property Fund Ltd,VKEJ.J,1.700530840812804,650.0,VKEJ.J,Vukile Property Fund Ltd,South Africa,Retail REITs,2023.0,0.6577495,54.2902513,9.3688324,0.4301829,0.036847,0.079769,0.5398773,0.0,51053304.723752,0.0551726,0.0,0.0014694,2.4861916,85088841.2062532,6.0,30.0,1,28.2758621,68.9503314,0.6984852,3.7797799,4.8042714
Vân/W T K Holdings Bhd/W-T-K-Annual-Report-2021-1,2021,W T K Holdings Bhd,WTKH.KL,1.7148526284034895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
