Code,Company,Country,,,
TNSL.NS,Tanla Platforms Ltd,India,,,
SUBR.NS,Subros Ltd,India,,,
TISC.NS,Tata Steel Ltd,India,,,
THOM.NS,Thomas Cook (India) Ltd,India,,,
PGRD.NS,Power Grid Corporation of India Ltd,India,,,
VGUA.NS,V Guard Industries Ltd,India,,,
VESU.NS,Vesuvius India Ltd,India,,,
VSTI.NS,VST Industries Ltd,India,,,
SUTV.NS,Sun Tv Network Ltd,India,,,
TAMO.NS,Tata Motors Ltd,India,,,
TREN.NS,Trent Ltd,India,,,
THMX.NS,Thermax Limited,India,,,
TIMK.NS,Timken India Ltd,India,,,
SRID.NS,Strides Pharma Science Ltd,India,,,
TTPW.NS,Tata Power Company Ltd,India,,,
RLCM.NS,Reliance Communications Ltd,India,,,
ULTC.NS,UltraTech Cement Ltd,India,,,
VOLT.NS,Voltas Ltd,India,,,
WSTC.NS,West Coast Paper Mills Ltd,India,,,
UPLL.NS,UPL Ltd,India,,,
SIEM.NS,Siemens Ltd,India,,,
VIPI.NS,V I P Industries Ltd,India,,,
WIPR.NS,Wipro Ltd,India,,,
TIPS.NS,Tips Music Ltd,India,,,
UNTE.NS,Unitech Ltd,India,,,
WLSP.NS,Welspun Living Ltd,India,,,
UFLX.NS,Uflex Ltd,India,,,
ZEE.NS,Zee Entertainment Enterprises Ltd,India,,,
TCIL.NS,Transport Corporation of India Ltd,India,,,
THRM.NS,Thirumalai Chemicals Ltd,India,,,
TEEC.NS,Techno Electric & Engineering Company Ltd,India,,,
TREI.NS,Triveni Engineering and Industries Ltd,India,,,
BECK.BO,ELANTAS Beck India Ltd,India,,,
GDYR.BO,Goodyear India Ltd,India,,,
HWKN.BO,Hawkins Cookers Ltd,India,,,
KENI.BO,Kennametal India Ltd,India,,,
KRFI.BO,Kirloskar Ferrous Industries Ltd,India,,,
NIRL.BO,Nirlon Ltd,India,,,
PAUS.BO,Paushak Ltd,India,,,
SPJT.BO,Spicejet Ltd,India,,,
KAMH.BO,Kama Holdings Ltd,India,,,
RLIN.NS,Reliance Infrastructure Ltd,India,,,
BAJA.NS,Bajaj Auto Ltd,India,,,
TVSH.NS,TVS Holdings Ltd,India,,,
GETD.NS,GE Vernova T&D India Ltd,India,,,
UBBW.NS,United Breweries Ltd,India,,,
ORCL.NS,Oracle Financial Services Software Ltd,India,,,
DELT.NS,Delta Corp Ltd,India,,,
HEID.NS,Heidelbergcement India Ltd,India,,,
MAHH.NS,Mahindra Holidays and Resorts India Ltd,India,,,
VNTI.NS,Vinati Organics Ltd,India,,,
ADAN.NS,Adani Power Ltd,India,,,
NHPC.NS,NHPC Ltd,India,,,
GLOS.NS,Globus Spirits Ltd,India,,,
OILI.NS,Oil India Ltd,India,,,
NATI.BO,National Standard (India) Ltd,India,,,
STWH.NS,Steel Strips Wheels Ltd,India,,,
CORF.NS,Coromandel International Ltd,India,,,
AJAN.NS,Amrutanjan Health Care Ltd,India,,,
SUNT.NS,Sunteck Realty Ltd,India,,,
ZYDS.NS,Zydus Wellness Ltd,India,,,
ICNT.NS,Indo Count Industries Ltd,India,,,
ATOA.NS,Automotive Axles Ltd,India,,,
BBRM.NS,"Bombay Burmah Trading Corporation, Ltd",India,,,
INRM.NS,Indoco Remedies Ltd,India,,,
IGLY.NS,India Glycols Ltd,India,,,
RKFO.NS,Ramkrishna Forgings Ltd,India,,,
PCBL.NS,PCBL Chemical Ltd,India,,,
VAIB.NS,Vaibhav Global Ltd,India,,,
TEIN.NS,Technocraft Industries (India) Ltd,India,,,
SUPE.NS,Suprajit Engineering Ltd,India,,,
SPTL.NS,Supreme Petrochem Ltd,India,,,
SDCH.NS,Sudarshan Chemical Industries Ltd,India,,,
SOCE.NS,Somany Ceramics Ltd,India,,,
SEAM.NS,Seamec Ltd,India,,,
VAKR.NS,Vakrangee Limited,India,,,
ASTE.NS,Astec Lifesciences Ltd,India,,,
SARE.NS,Saregama India Ltd,India,,,
SHME.NS,Shilpa Medicare Ltd,India,,,
SAEM.NS,Sarda Energy & Minerals Ltd,India,,,
AHLU.NS,Ahluwalia Contracts (India) Ltd,India,,,
JSWE.NS,JSW Energy Ltd,India,,,
GODR.NS,Godrej Properties Ltd,India,,,
BAYE.NS,Bayer Cropscience Ltd,India,,,
HCPR.NS,Hindustan Copper Ltd,India,,,
NEST.NS,Nestle India Ltd,India,,,
MMTC.NS,MMTC Ltd,India,,,
WHIR.NS,Whirlpool of India Ltd,India,,,
JUBI.NS,Jubilant Foodworks Ltd,India,,,
UNSP.NS,United Spirits Ltd,India,,,
ZFCV.NS,ZF Commercial Vehicle Control Systems India Ltd,India,,,
ABOT.NS,Abbott India Ltd,India,,,
HAWY.NS,Hathway Cable and Datacom Ltd,India,,,
MANI.NS,Man Infraconstruction Ltd,India,,,
PERS.NS,Persistent Systems Ltd,India,,,
SADH.NS,Sadhana Nitro Chem Ltd,India,,,
SINU.NS,Sindhu Trade Links Ltd,India,,,
LYMT.NS,Lloyds Metals and Energy Ltd,India,,,
SUMG.NS,Sandur Manganese and Iron Ores Ltd,India,,,
EURK.NS,Eureka Forbes Ltd,India,,,
TURB.KL,Turbo-Mech Bhd,Malaysia,,,
SINA.KL,Sinaran Advance Group Bhd,Malaysia,,,
CYBE.KL,Cyberjaya Education Group Bhd,Malaysia,,,
SHIN.KL,Shin Yang Group Bhd,Malaysia,,,
FOPT.KL,Focus Point Holdings Bhd,Malaysia,,,
SCCH.KL,SCC Holdings Bhd,Malaysia,,,
MGRC.KL,Malaysian Genomics Resource Centre Bhd,Malaysia,,,
CYPR.KL,Cypark Resources Bhd,Malaysia,,,
MHEB.KL,Malaysia Marine and Heavy Engineering Holdings Bhd,Malaysia,,,
AVAL.KL,Avaland Bhd,Malaysia,,,
PCGB.KL,PETRONAS Chemicals Group Bhd,Malaysia,,,
CARE.KL,Careplus Group Bhd,Malaysia,,,
HBGL.KL,HB Global Ltd,Malaysia,,,
MMMG.KL,MMM Group Bhd,Malaysia,,,
BJFO.KL,Berjaya Food Bhd,Malaysia,,,
MANS.KL,Managepay Systems Bhd,Malaysia,,,
BMGR.KL,BM Greentech Bhd,Malaysia,,,
MCLN.KL,MClean Technologies Bhd,Malaysia,,,
HIBI.KL,Hibiscus Petroleum Bhd,Malaysia,,,
XOXB.KL,XOX Bhd,Malaysia,,,
ESCB.KL,Eversendai Corporation Bhd,Malaysia,,,
MSMH.KL,MSM Malaysia Holdings Bhd,Malaysia,,,
BUAB.KL,Bumi Armada Bhd,Malaysia,,,
INAR.KL,Inari Amertron Bhd,Malaysia,,,
CATH.KL,Catcha Digital Bhd,Malaysia,,,
PLHB.KL,PeterLabs Holdings Bhd,Malaysia,,,
AWAN.KL,AwanBiru Technology Bhd,Malaysia,,,
SWAY.KL,Sunway Bhd,Malaysia,,,
VANT.KL,Vantris Energy Bhd,Malaysia,,,
PEIN.KL,PESTEC International Bhd,Malaysia,,,
FGVH.KL,FGV Holdings Bhd,Malaysia,,,
IHHH.KL,IHH Healthcare Bhd,Malaysia,,,
OCKG.KL,OCK Group Bhd,Malaysia,,,
GAQR.KL,Gabungan AQRS Bhd,Malaysia,,,
IGRE.KL,IGB Real Estate Investment Trust,Malaysia,,,
NEXB.KL,NexG Bhd,Malaysia,,,
ASTR.KL,Astro Malaysia Holdings Bhd,Malaysia,,,
HIAP.KL,Hiap Huat Holdings Bhd,Malaysia,,,
MATR.KL,Matrix Concepts Holdings Bhd,Malaysia,,,
LEON.KL,Leon Fuat Bhd,Malaysia,,,
IOIP.KL,IOI Properties Group Bhd,Malaysia,,,
VELE.KL,Velesto Energy Bhd,Malaysia,,,
AIRX.KL,AirAsia X Bhd,Malaysia,,,
SOIL.KL,Solid Automotive Bhd,Malaysia,,,
LIAN.KL,Lianson Fleet Group Berhad,Malaysia,,,
KARE.KL,Karex Bhd,Malaysia,,,
SEVE.KL,7-Eleven Malaysia Holdings Bhd,Malaysia,,,
WPHB.KL,Westports Holdings Bhd,Malaysia,,,
BERA.KL,Bermaz Auto Bhd,Malaysia,,,
TITI.KL,Titijaya Land Bhd,Malaysia,,,
MALA.KL,Malakoff Corp Bhd,Malaysia,,,
SAHO.KL,Sasbadi Holdings Bhd,Malaysia,,,
ECOH.KL,Econpile Holdings Bhd,Malaysia,,,
HHRG.KL,HHRG Bhd,Malaysia,,,
CARM.KL,Carimin Petroleum Bhd,Malaysia,,,
BIOA.KL,Bioalpha Holdings Bhd,Malaysia,,,
AEML.KL,Aemulus Holdings Bhd,Malaysia,,,
CHIU.KL,Chin Hin Group Bhd,Malaysia,,,
MYNE.KL,Mynews Holdings Bhd,Malaysia,,,
PECC.KL,Pecca Group Bhd,Malaysia,,,
SALU.KL,Salutica Bhd,Malaysia,,,
EWIC.KL,EWI Capital Bhd,Malaysia,,,
FOUN.KL,FoundPac Group Bhd,Malaysia,,,
HSSE.KL,HSS Engineers Bhd,Malaysia,,,
PERT.KL,Perak Transit Bhd,Malaysia,,,
BCMA.KL,BCM Alliance Bhd,Malaysia,,,
HLTG.KL,HLT Global Bhd,Malaysia,,,
KIPR.KL,KIP Real Estate Investment Trust,Malaysia,,,
EVES.KL,Eversafe Rubber Bhd,Malaysia,,,
CABN.KL,Cabnet Holdings Bhd,Malaysia,,,
LOTT.KL,Lotte Chemical Titan Holding Bhd,Malaysia,,,
KINE.KL,Kinergy Advancement Bhd,Malaysia,,,
SIPR.KL,Sime Darby Property Bhd,Malaysia,,,
SDGU.KL,SD Guthrie Bhd,Malaysia,,,
NOVW.KL,Nova Wellness Group Bhd,Malaysia,,,
BINC.KL,Binasat Communications Bhd,Malaysia,,,
GDBH.KL,GDB Holdings Bhd,Malaysia,,,
QESG.KL,QES Group Bhd,Malaysia,,,
TECB.KL,Techbond Group Bhd,Malaysia,,,
TRIM.KL,Tri-Mode System (M) Bhd,Malaysia,,,
MITE.KL,MI Technovation Bhd,Malaysia,,,
RADI.KL,Radiant Globaltech Bhd,Malaysia,,,
LEOG.KL,Leong Hup International Bhd,Malaysia,,,
GREA.KL,Greatech Technology Bhd,Malaysia,,,
AIMF.KL,AIMFLEX Bhd,Malaysia,,,
MEST.KL,Mestron Holdings Bhd,Malaysia,,,
HPMT.KL,HPMT Holdings Bhd,Malaysia,,,
OCEN.KL,Ocean Vantage Holdings Bhd,Malaysia,,,
KIMI.KL,Kim Hin Joo (Malaysia) Bhd,Malaysia,,,
UWCB.KL,UWC Bhd,Malaysia,,,
INNA.KL,InNature Bhd,Malaysia,,,
SOLA.KL,Solarvest Holdings Bhd,Malaysia,,,
AMEE.KL,AME Elite Consortium Bhd,Malaysia,,,
HPPH.KL,HPP Holdings Bhd,Malaysia,,,
ACOG.KL,ACO Group Bhd,Malaysia,,,
SKYW.KL,SkyWorld Development Bhd,Malaysia,,,
TELA.KL,Teladan Group Bhd,Malaysia,,,
OPTI.KL,Optimax Holdings Bhd,Malaysia,,,
TCSG.KL,Tcs Group Holdings Bhd,Malaysia,,,
SAMA.KL,Samaiden Group Bhd,Malaysia,,,
ANEK.KL,Aneka Jaringan Holdings Bhd,Malaysia,,,
ECOR.KL,Econframe Bhd,Malaysia,,,
MRDI.KL,Mr DIY Group (M) Bhd,Malaysia,,,
CTOS.KL,CTOS Digital Bhd,Malaysia,,,
SWIF.KL,Swift Haulage Bhd,Malaysia,,,
ECOM.KL,Ecomate Holdings Bhd,Malaysia,,,
CORA.KL,Coraza Integrated Technology Bhd,Malaysia,,,
MNHL.KL,MN Holdings Bhd,Malaysia,,,
AURE.KL,Aurelius Technologies Bhd,Malaysia,,,
SENH.KL,Senheng New Retail Bhd,Malaysia,,,
FARM.KL,Farm Fresh Bhd,Malaysia,,,
SFPT.KL,SFP Tech Holdings Bhd,Malaysia,,,
LGMS.KL,LGMS Bhd,Malaysia,,,
PTRS.KL,PT Resources Holdings Bhd,Malaysia,,,
INFO.KL,Infoline Tec Group Bhd,Malaysia,,,
CPET.KL,CPE Technology Bhd,Malaysia,,,
ITMA.KL,ITMAX System Bhd,Malaysia,,,
AMER.KL,AME Real Estate Investment Trust,Malaysia,,,
ECAI.KL,ECA Integrated Solution Bhd,Malaysia,,,
NATI.KL,NationGate Holdings Bhd,Malaysia,,,
WELL.KL,Wellspire Holdings Bhd,Malaysia,,,
MSTG.KL,MST Golf Group Bhd,Malaysia,,,
OPPS.KL,Oppstar Bhd,Malaysia,,,
AUTC.KL,AutoCount Dotcom Bhd,Malaysia,,,
SYNE.KL,Synergy House Bhd,Malaysia,,,
THEA.KL,Three-A Resources Bhd,Malaysia,,,
ADVE.KL,Adventa Bhd,Malaysia,,,
AEOM.KL,AEON CO (M) Bhd,Malaysia,,,
APER.KL,Apex Healthcare Bhd,Malaysia,,,
AIMD.KL,Advance Information Marketing Bhd,Malaysia,,,
CAPI.KL,Capital A Berhad,Malaysia,,,
PRTB.KL,PRIVASIA Technology Bhd,Malaysia,,,
PARW.KL,Parkwood Holdings Bhd,Malaysia,,,
AJIN.KL,Ajinomoto (Malaysia) Bhd,Malaysia,,,
AJIY.KL,Ajiya Bhd,Malaysia,,,
ANRE.KL,Analabs Resources Bhd,Malaysia,,,
ANCM.KL,Ancom Nylex Bhd,Malaysia,,,
ANNJ.KL,Ann Joo Resources Bhd,Malaysia,,,
APMA.KL,APM Automotive Holdings Bhd,Malaysia,,,
AMRY.KL,AmanahRaya Real Estate Investment Trust,Malaysia,,,
ADVA.KL,Advance Synergy Bhd,Malaysia,,,
ASPY.KL,Asia Poly Holdings Bhd,Malaysia,,,
VIZI.KL,Vizione Holdings Bhd,Malaysia,,,
AXSR.KL,Axis Real Estate Investment Trust,Malaysia,,,
AZRB.KL,Ahmad Zaki Resources Bhd,Malaysia,,,
AUMA.KL,AuMas Resources Bhd,Malaysia,,,
BATO.KL,British American Tobacco (Malaysia) Bhd,Malaysia,,,
BDBS.KL,Bina Darulaman Bhd,Malaysia,,,
NEXT.KL,Nextgreen Global Bhd,Malaysia,,,
SPOR.KL,Sports Toto Bhd,Malaysia,,,
BLAD.KL,Berjaya Land Bhd,Malaysia,,,
BGRO.KL,Berjaya Corporation Bhd,Malaysia,,,
CHIN.KL,Chin Hin Group Property Bhd,Malaysia,,,
SYML.KL,Symphony Life Bhd,Malaysia,,,
BONI.KL,Bonia Corporation Bhd,Malaysia,,,
BPPL.KL,BP Plastics Holding Bhd,Malaysia,,,
BPAC.KL,Bright Packaging Industry Bhd,Malaysia,,,
CABC.KL,CAB Cakaran Corporation Bhd,Malaysia,,,
CNON.KL,Can-One Bhd,Malaysia,,,
CBMS.KL,Carlsberg Brewery Malaysia Bhd,Malaysia,,,
CBIP.KL,CB Industrial Product Holding Bhd,Malaysia,,,
HONG.KL,Hong Seng Consolidated Bhd,Malaysia,,,
CCKH.KL,CCK Consolidated Holdings Bhd,Malaysia,,,
DUOP.KL,Duopharma Biotech Bhd,Malaysia,,,
CJCE.KL,CJ Century Logistics Holdings Bhd,Malaysia,,,
CTPB.KL,Chin Teck Plantations Bhd,Malaysia,,,
CWHB.KL,Chin Well Holdings Bhd,Malaysia,,,
CMSM.KL,Cahya Mata Sarawak Bhd,Malaysia,,,
CITR.KL,Citra Nusa Holdings Bhd,Malaysia,,,
CTAL.KL,Coastal Contracts Bhd,Malaysia,,,
HEXE.KL,Hextar Technologies Solutions Bhd,Malaysia,,,
HEXI.KL,Hextar Retail Bhd,Malaysia,,,
ALDR.KL,Aldrich Resources Bhd,Malaysia,,,
CYLC.KL,CYL Corp Bhd,Malaysia,,,
DOVT.KL,D & O Green Technologies Bhd,Malaysia,,,
SCIE.KL,Scientex Packaging (Ayer Keroh) Bhd,Malaysia,,,
DATA.KL,Dataprep Holdings Bhd,Malaysia,,,
DEHB.KL,Dayang Enterprise Holdings Bhd,Malaysia,,,
DLEU.KL,Deleum Bhd,Malaysia,,,
WAVE.KL,WAVEFRONT Bhd,Malaysia,,,
RGBI.KL,RGB International Bhd,Malaysia,,,
DIAL.KL,Dialog Group Bhd,Malaysia,,,
CELC.KL,CelcomDigi Bhd,Malaysia,,,
TROP.KL,Tropicana Corporation Bhd,Malaysia,,,
PINE.KL,Pineapple Resources Bhd,Malaysia,,,
DELM.KL,DKSH Holdings (Malaysia) Bhd,Malaysia,,,
DRBM.KL,DRB-HICOM Bhd,Malaysia,,,
DUFU.KL,Dufu Technology Corp Bhd,Malaysia,,,
DUTA.KL,DutaLand Bhd,Malaysia,,,
ENOB.KL,Eastern & Oriental Bhd,Malaysia,,,
ECOF.KL,EcoFirst Consolidated Bhd,Malaysia,,,
EXFM.KL,Excel Force MSC Bhd,Malaysia,,,
EGCM.KL,EG Industries Bhd,Malaysia,,,
EKOV.KL,Ekovest Bhd,Malaysia,,,
EKSN.KL,Eksons Corporation Bhd,Malaysia,,,
ELSR.KL,Elsoft Research Bhd,Malaysia,,,
ETEX.KL,Engtex Group Bhd,Malaysia,,,
STRA.KL,Straits Energy Resources Bhd,Malaysia,,,
EPMB.KL,EP Manufacturing Bhd,Malaysia,,,
ESCM.KL,ES Ceramics Technology Bhd,Malaysia,,,
PTMR.KL,Petron Malaysia Refining & Marketing Bhd,Malaysia,,,
ERHB.KL,Euro Holdings Bhd,Malaysia,,,
EVGN.KL,Evergreen Fibreboard Bhd,Malaysia,,,
APPA.KL,AppAsia Bhd,Malaysia,,,
FRAS.KL,Fraser & Neave Holdings Bhd,Malaysia,,,
UEME.KL,UEM Edgenta Bhd,Malaysia,,,
FBGH.KL,FBG Holdings Bhd,Malaysia,,,
FVCO.KL,Favelle Favco Bhd,Malaysia,,,
FIAM.KL,Fiamma Holdings Bhd,Malaysia,,,
ECOW.KL,Eco World Development Group Bhd,Malaysia,,,
FPIB.KL,Formosa Prosonic Industries Bhd,Malaysia,,,
OMES.KL,Omesti Bhd,Malaysia,,,
FMHB.KL,FM Global Logistics Holdings Bhd,Malaysia,,,
FRKN.KL,Frontken Corporation Bhd,Malaysia,,,
KREJ.KL,Kerjaya Prospek Group Bhd,Malaysia,,,
GAMU.KL,Gamuda Bhd,Malaysia,,,
GADA.KL,Gadang Holdings Bhd,Malaysia,,,
GDEX.KL,Gdex Bhd,Malaysia,,,
GENT.KL,Genting Bhd,Malaysia,,,
GESH.KL,GE-SHEN Corporation Bhd,Malaysia,,,
GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,,,
HCKC.KL,HCK Capital Group Bhd,Malaysia,,,
GOPK.KL,Gopeng Bhd,Malaysia,,,
JOEH.KL,Joe Holding Bhd,Malaysia,,,
GRNP.KL,Green Packet Bhd,Malaysia,,,
NCTA.KL,NCT Alliance Bhd,Malaysia,,,
GNIC.KL,Globetronics Technology Bhd,Malaysia,,,
GNCH.KL,Guan Chong Bhd,Malaysia,,,
BESH.KL,Beshom Holdings Bhd,Malaysia,,,
HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,,,
HARR.KL,Harbour-Link Group Bhd,Malaysia,,,
HTHB.KL,Hartalega Holdings Bhd,Malaysia,,,
HLEN.KL,Harn Len Corporation Bhd,Malaysia,,,
HEKR.KL,Hektar Real Estate Investment Trust,Malaysia,,,
HEVE.KL,HeveaBoard Bhd,Malaysia,,,
HTVE.KL,Hiap Teck Venture Bhd,Malaysia,,,
ASIA.KL,Asia Brands Bhd,Malaysia,,,
HLIB.KL,Hong Leong Industries Bhd,Malaysia,,,
HHCS.KL,Ho Hup Construction Company Bhd,Malaysia,,,
HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,,,
HSIB.KL,Hup Seng Industries Bhd,Malaysia,,,
HOWA.KL,Ho Wah Genting Bhd,Malaysia,,,
IBHD.KL,I-Bhd,Malaysia,,,
IFCA.KL,IFCA MSC Bhd,Malaysia,,,
IJMS.KL,IJM Corporation Bhd,Malaysia,,,
NUEN.KL,Nuenergy Holdings Bhd,Malaysia,,,
IMSP.KL,Imaspro Corporation Bhd,Malaysia,,,
IOIB.KL,IOI Corporation Bhd,Malaysia,,,
JENT.KL,Jentayu Sustainables Bhd,Malaysia,,,
COMF.KL,Comfort Gloves Bhd,Malaysia,,,
JAKS.KL,JAKS Resources Bhd,Malaysia,,,
JAYC.KL,Jaycorp Bhd,Malaysia,,,
JFTB.KL,JF Technology Bhd,Malaysia,,,
JHMC.KL,JHM Consolidation Bhd,Malaysia,,,
ABLE.KL,Able Global Bhd,Malaysia,,,
JTIA.KL,Jaya Tiasa Holdings Bhd,Malaysia,,,
KONE.KL,K-One Technology Bhd,Malaysia,,,
KWNF.KL,Kawan Food Bhd,Malaysia,,,
ONEG.KL,One Glove Group Bhd,Malaysia,,,
KESM.KL,KESM Industries Bhd,Malaysia,,,
WCEH.KL,WCE Holdings Bhd,Malaysia,,,
KKBE.KL,KKB Engineering Berhad,Malaysia,,,
KLCC.KL,KLCCP Stapled Group,Malaysia,,,
KLKK.KL,Kuala Lumpur Kepong Bhd,Malaysia,,,
KIML.KL,Kim Loong Resources Bhd,Malaysia,,,
KNMP.KL,KNM Group Bhd,Malaysia,,,
KOBA.KL,Kobay Technology Bhd,Malaysia,,,
KRIB.KL,Kossan Rubber Industries Bhd,Malaysia,,,
KPJH.KL,KPJ Healthcare Bhd,Malaysia,,,
RENE.KL,Reneuco Bhd,Malaysia,,,
KPSB.KL,Kumpulan Perangsang Selangor Bhd,Malaysia,,,
KSLH.KL,KSL Holdings Bhd,Malaysia,,,
KUBM.KL,KUB Malaysia Bhd,Malaysia,,,
LAND.KL,Land & General Bhd,Malaysia,,,
LAYH.KL,Lay Hong Bhd,Malaysia,,,
LBSB.KL,Lbs Bina Group Bhd,Malaysia,,,
LHEN.KL,Lii Hen Industries Bhd,Malaysia,,,
LLBM.KL,Lion Industries Corporation Bhd,Malaysia,,,
EDUS.KL,Eduspec Holdings Bhd,Malaysia,,,
SAEG.KL,SAM Engineering & Equipment (M) Bhd,Malaysia,,,
MALY.KL,Malayan Cement Bhd,Malaysia,,,
LTER.KL,Luster Industries Bhd,Malaysia,,,
XOXT.KL,XOX Technology Bhd,Malaysia,,,
MATE.KL,Magni-Tech Industries Bhd,Malaysia,,,
MAHS.KL,Mah Sing Group Bhd,Malaysia,,,
MLTO.KL,Malton Bhd,Malaysia,,,
MSWK.KL,Malaysia Steel Works (KL) Bhd,Malaysia,,,
MAYB.KL,Maybulk Bhd,Malaysia,,,
MBMR.KL,MBM Resources Bhd,Malaysia,,,
MPRM.KL,Media Prima Bhd,Malaysia,,,
METR.KL,MKH Bhd,Malaysia,,,
MEGA.KL,Mega First Corporation Bhd,Malaysia,,,
MFMS.KL,Malayan Flour Mills Bhd,Malaysia,,,
MCRK.KL,Microlink Solutions Bhd,Malaysia,,,
MILU.KL,Milux Corporation Bhd,Malaysia,,,
MISC.KL,MISC Bhd,Malaysia,,,
PESO.KL,Pesona Metro Holdings Bhd,Malaysia,,,
MITR.KL,Mitrajaya Holdings Bhd,Malaysia,,,
MAGM.KL,Magnum Bhd,Malaysia,,,
MPIM.KL,Malaysian Pacific Industries Bhd,Malaysia,,,
MQTE.KL,MQ Technology Bhd,Malaysia,,,
MYRS.KL,Malaysian Resources Corporation Bhd,Malaysia,,,
MSCB.KL,Malaysia Smelting Corporation Bhd,Malaysia,,,
MTOU.KL,mTouche Technology Bhd,Malaysia,,,
MUDA.KL,Muda Holdings Bhd,Malaysia,,,
MUHI.KL,Muhibbah Engineering (M) Bhd,Malaysia,,,
MUIB.KL,Malayan United Industries Bhd,Malaysia,,,
ZETR.KL,Zetrix AI Bhd,Malaysia,,,
NCHB.KL,Naim Holdings Bhd,Malaysia,,,
HUMC.KL,Hume Cement Industries Bhd,Malaysia,,,
POWE.KL,Power Root Bhd,Malaysia,,,
NESM.KL,Nestle (Malaysia) Bhd,Malaysia,,,
NHFH.KL,New Hoong Fatt Holdings Bhd,Malaysia,,,
NVTE.KL,Notion VTec Bhd,Malaysia,,,
NTPM.KL,NTPM Holdings Bhd,Malaysia,,,
HEXC.KL,Hextar Capital Bhd,Malaysia,,,
PARB.KL,PA Resources Bhd,Malaysia,,,
PDNI.KL,Padini Holdings Berhad,Malaysia,,,
RGTB.KL,RGT Bhd,Malaysia,,,
PNTE.KL,Pantech Group Holdings Bhd,Malaysia,,,
PRMS.KL,Paramount Corporation Bhd,Malaysia,,,
PRKN.KL,Parkson Holdings Bhd,Malaysia,,,
PBSB.KL,PBS Bhd,Malaysia,,,
PMAS.KL,Pentamaster Corporation Bhd,Malaysia,,,
PTRE.KL,Petra Energy Bhd,Malaysia,,,
PETR.KL,Petronas Dagangan Bhd,Malaysia,,,
PGAS.KL,Petronas Gas Bhd,Malaysia,,,
PTRD.KL,Perdana Petroleum Bhd,Malaysia,,,
PHMA.KL,Pharmaniaga Bhd,Malaysia,,,
PIEN.KL,PIE Industrial Bhd,Malaysia,,,
PJSB.KL,PJBumi Bhd,Malaysia,,,
PLSB.KL,PLS Plantations Bhd,Malaysia,,,
PMBT.KL,PMB Technology Bhd,Malaysia,,,
PMET.KL,Press Metal Aluminium Holdings Bhd,Malaysia,,,
PHUA.KL,Poh Huat Resources Holdings Bhd,Malaysia,,,
POHK.KL,Poh Kong Holdings Bhd,Malaysia,,,
PGFC.KL,PGF Capital Bhd,Malaysia,,,
PSHL.KL,Pos Malaysia Bhd,Malaysia,,,
PEPT.KL,PPB Group Bhd,Malaysia,,,
PPHB.KL,Public Packages Holdings Bhd,Malaysia,,,
PTAR.KL,Prestar Resources Bhd,Malaysia,,,
TECE.KL,Techbase Industries Bhd,Malaysia,,,
PUCB.KL,PUC Bhd,Malaysia,,,
PANS.KL,Pansar Bhd,Malaysia,,,
QRES.KL,QL Resources Bhd,Malaysia,,,
RAPD.KL,Rapid Synergy Bhd,Malaysia,,,
RIMB.KL,Rimbunan Sawit Bhd,Malaysia,,,
HEXR.KL,Hextar Healthcare Bhd,Malaysia,,,
SLCN.KL,Salcon Bhd,Malaysia,,,
SAIH.KL,Sanichi Technology Bhd,Malaysia,,,
DEST.KL,Destini Bhd,Malaysia,,,
SCGB.KL,SCGM Bhd,Malaysia,,,
SCIB.KL,Sarawak Consolidated Industries Bhd,Malaysia,,,
SCCM.KL,Scicom (MSC) Bhd,Malaysia,,,
STIK.KL,Scientex Bhd,Malaysia,,,
SEDU.KL,SEG International Bhd,Malaysia,,,
SKOU.KL,Sern Kou Resources Bhd,Malaysia,,,
HENY.KL,Hengyuan Refining Company Bhd,Malaysia,,,
SGNA.KL,Signature International Bhd,Malaysia,,,
SIME.KL,Sime Darby Bhd,Malaysia,,,
INNO.KL,Innoprise Plantations Bhd,Malaysia,,,
SENI.KL,Seni Jaya Corporation Bhd,Malaysia,,,
SKPR.KL,SKP Resources Bhd,Malaysia,,,
SLPB.KL,SLP Resources Bhd,Malaysia,,,
SLEG.KL,Solution Group Bhd,Malaysia,,,
SOPS.KL,Sarawak Oil Palms Bhd,Malaysia,,,
SETI.KL,S P Setia Bhd,Malaysia,,,
STEE.KL,Southern Steel Bhd,Malaysia,,,
STAR.KL,Star Media Group Bhd,Malaysia,,,
YTLR.KL,YTL Hospitality REIT,Malaysia,,,
MARI.KL,Marine & General Bhd,Malaysia,,,
SPLH.KL,Superlon Holdings Bhd,Malaysia,,,
SUPM.KL,Supermax Corporation Bhd,Malaysia,,,
SURI.KL,Suria Capital Holdings Bhd,Malaysia,,,
SPLN.KL,Sarawak Plantation Bhd,Malaysia,,,
SYCA.KL,Sycal Ventures Bhd,Malaysia,,,
RANH.KL,Ranhill Utilities Bhd,Malaysia,,,
TAAN.KL,Ta Ann Holdings Bhd,Malaysia,,,
TAFI.KL,TAFI Industries Bhd,Malaysia,,,
TWRK.KL,Taliworks Corporation Bhd,Malaysia,,,
GOLD.KL,Golden Land Bhd,Malaysia,,,
TANC.KL,Tanco Holdings Bhd,Malaysia,,,
TASC.KL,TASCO Bhd,Malaysia,,,
