folder_path,folder_name,company_name,company_code,similarity_score,status
Thái/HLIB.KL,HLIB.KL,Hong Leong Industries Bhd,HLIB.KL,1.0,matched
Vân/MGB Bhd,MGB Bhd,MGB Bhd,MGBB.KL,1.0,matched
Dương/11. FRT,11. FRT,FPT Digital Retail JSC,FRT.HM,1.0,matched
Vân/Tong Herr Resources Bhd,Tong Herr Resources Bhd,Tong Herr Resources Bhd,THRB.KL,1.0000000000000002,matched
Thái/IBHD.KL,IBHD.KL,I-Bhd,IBHD.KL,1.0,matched
Thái/JTIA.KL,JTIA.KL,Jaya Tiasa Holdings Bhd,JTIA.KL,1.0,matched
Giang/EXID.NS,EXID.NS,Exide Industries Ltd,EXID.NS,1.0,matched
Vân/Blu Label Unlimited Group Ltd,Blu Label Unlimited Group Ltd,Blu Label Unlimited Group Ltd,BLUJ.J,1.0000000000000002,matched
Thái/GENT.KL,GENT.KL,Genting Bhd,GENT.KL,1.0,matched
Giang/GRAN.NS,GRAN.NS,Granules India Ltd,GRAN.NS,1.0,matched
Vân/Systech Bhd,Systech Bhd,Systech Bhd,SYST.KL,1.0000000000000002,matched
Thái/EKOV.KL,EKOV.KL,Ekovest Bhd,EKOV.KL,1.0,matched
Giang/SANO.NS,SANO.NS,Sanofi India Ltd,SANO.NS,1.0,matched
Thái/EGCM.KL,EGCM.KL,EG Industries Bhd,EGCM.KL,1.0,matched
Thái/HEXR.KL,HEXR.KL,Hextar Healthcare Bhd,HEXR.KL,1.0,matched
Thái/DIAL.KL,DIAL.KL,Dialog Group Bhd,DIAL.KL,1.0,matched
Dương/176.EASM.NS,176.EASM.NS,Easy Trip Planners Ltd,EASM.NS,1.0,matched
Thái/AJIY.KL,AJIY.KL,Ajiya Bhd,AJIY.KL,1.0,matched
Dương/210 + ROLE.NS,210 + ROLE.NS,Rolex Rings Ltd,ROLE.NS,1.0,matched
Dương/165.INDG.NS,165.INDG.NS,Indigo Paints Ltd,INDG.NS,1.0,matched
Thái/JOEH.KL,JOEH.KL,Joe Holding Bhd,JOEH.KL,1.0,matched
Dương/TMIN.NS,TMIN.NS,3M India Ltd,TMIN.NS,1.0,matched
Dương/GOFA.NS,GOFA.NS,Go Fashion (India) Ltd,GOFA.NS,1.0,matched
Giang/CRBR.NS,CRBR.NS,Carborundum Universal Ltd,CRBR.NS,1.0,matched
Giang/UNOI.NS,UNOI.NS,UNO Minda Ltd,UNOI.NS,1.0,matched
Thái/JFTB.KL,JFTB.KL,JF Technology Bhd,JFTB.KL,1.0,matched
Giang/MBFL.NS,MBFL.NS,Mphasis Ltd,MBFL.NS,1.0,matched
Thái/HCKC,HCKC,HCK Capital Group Bhd,HCKC.KL,1.0,matched
Vân/Robinsons Retail Holdings Inc,Robinsons Retail Holdings Inc,Robinsons Retail Holdings Inc,RRHI.PS,1.0000000000000002,matched
Giang/GAME.NS,GAME.NS,Gujarat Ambuja Exports Ltd,GAME.NS,1.0,matched
Thái/FBIP.KL,FBIP.KL,Malaysia Steel Works (KL) Bhd,MSWK.KL,0.09427171364984961,unmatched
Giang/RADC.NS,RADC.NS,Radico Khaitan Ltd,RADC.NS,1.0,matched
Dương/40. KIRO,40. KIRO,Kirloskar Oil Engines Ltd,KIRO.NS,1.0,matched
Dương/CRAF.NS,CRAF.NS,Craftsman Automation Ltd,CRAF.NS,1.0,matched
Giang/SUZL.NS,SUZL.NS,Suzlon Energy Ltd,SUZL.NS,1.0,matched
Thái/HEXE.KL,HEXE.KL,Hextar Technologies Solutions Bhd,HEXE.KL,1.0,matched
Thái/AUMA.KL,AUMA.KL,AuMas Resources Bhd,AUMA.KL,1.0,matched
Vân/TSH Resources Bhd,TSH Resources Bhd,TSH Resources Bhd,TSHR.KL,1.0,matched
Giang/HCLT.NS,HCLT.NS,HCL Technologies Ltd,HCLT.NS,1.0,matched
Vân/TH Plantations Bhd,TH Plantations Bhd,Thyrocare Technologies Ltd,THYO.NS,1.0,matched
Vân/Woolworths Holdings Ltd,Woolworths Holdings Ltd,Woolworths Holdings Ltd,WHLJ.J,1.0000000000000002,matched
Vân/Avi Ltd,Avi Ltd,Avi Ltd,AVIJ.J,1.0,matched
Vân/Seni Jaya Corporation Bhd,Seni Jaya Corporation Bhd,Seni Jaya Corporation Bhd,SENI.KL,1.0000000000000002,matched
Giang/REDY.NS,REDY.NS,Dr Reddy's Laboratories Ltd,REDY.NS,1.0,matched
Vân/Foschini Group Ltd,Foschini Group Ltd,Foschini Group Ltd,TFGJ.J,1.0000000000000002,matched
Vân/UPA,UPA,UPA Corporation Bhd,UPAB.KL,1.0,matched
Dương/189.HEML.NS,189.HEML.NS,Hemisphere Properties India Ltd,HEML.NS,1.0,matched
Dương/186.MAXE.NS,186.MAXE.NS,Max Healthcare Institute Ltd,MAXE.NS,1.0,matched
Giang/APCI.NS,APCI.NS,Apcotex Industries Ltd,APCI.NS,1.0,matched
Thái/AJIN.KL,AJIN.KL,Ajinomoto (Malaysia) Bhd,AJIN.KL,1.0,matched
Vân/Suria Capital Holdings Bhd,Suria Capital Holdings Bhd,Suria Capital Holdings Bhd,SURI.KL,1.0000000000000002,matched
Vân/hextar global,hextar global,Hextar Global Bhd,HEXT.KL,0.5797386715376658,matched
Vân/SKP Resources Bhd,SKP Resources Bhd,SKP Resources Bhd,SKPR.KL,1.0,matched
Dương/2. PDR,2. PDR,Phat Dat Real Estate Development Corp,PDR.HM,1.0,matched
Giang/SOBH.NS,SOBH.NS,Sobha Ltd,SOBH.NS,1.0,matched
Thái/APMA.KL,APMA.KL,APM Automotive Holdings Bhd,APMA.KL,1.0,matched
Giang/EIDP.NS,EIDP.NS,E I D-Parry (India) Ltd,EIDP.NS,1.0,matched
Dương/227 + TARO.NS,227 + TARO.NS,Tarsons Products Ltd,TARO.NS,1.0,matched
Dương/204 + AWLA.NS,204 + AWLA.NS,AWL Agri Business Ltd,AWLA.NS,1.0,matched
Giang/MAST.NS,MAST.NS,Mastek Ltd,MAST.NS,1.0,matched
Vân/Zhulian Corp Bhd,Zhulian Corp Bhd,Zhulian Corp Bhd,ZHCO.KL,1.0000000000000002,matched
Dương/MAXE.NS,MAXE.NS,Max Healthcare Institute Ltd,MAXE.NS,1.0,matched
Vân/Axiata Group Bhd,Axiata Group Bhd,Axiata Group Bhd,AXIA.KL,1.0000000000000002,matched
Vân/Bidvest Group Ltd,Bidvest Group Ltd,Bidvest Group Ltd,BVTJ.J,1.0000000000000002,matched
Giang/GDPI.NS,GDPI.NS,Godawari Power and Ispat Ltd,GDPI.NS,1.0,matched
Vân/VSTECS Bhd,VSTECS Bhd,VSTECS Bhd,VSTE.KL,1.0000000000000002,matched
Giang/AEGS.NS,AEGS.NS,Aegis Logistics Ltd,AEGS.NS,1.0,matched
Giang/HIMD.NS,HIMD.NS,Himadri Speciality Chemical Ltd,HIMD.NS,1.0,matched
Dương/208 + CLEA.NS,208 + CLEA.NS,Clean Science and Technology Ltd,CLEA.NS,1.0,matched
Dương/129. CMSN,129. CMSN,CMS Info Systems Ltd,CMSN.NS,1.0,matched
Vân/YTL Power,YTL Power,YTL Hospitality REIT,YTLR.KL,1.0,matched
Giang/LAOP.NS,LAOP.NS,La Opala R G Ltd,LAOP.NS,1.0,matched
Giang/NEFI.NS,NEFI.NS,Network18 Media & Investments Ltd,NEFI.NS,1.0,matched
Dương/135. NEWG,135. NEWG,Newgen Software Technologies Ltd,NEWG.NS,1.0,matched
Dương/79. GEEN,79. GEEN,Greenlam Industries Ltd,GEEN.NS,1.0,matched
Vân/Valterra Platinum Ltd,Valterra Platinum Ltd,Valterra Platinum Ltd,VALJ.J,1.0000000000000002,matched
Giang/GRAS.NS,GRAS.NS,Grasim Industries Ltd,GRAS.NS,1.0,matched
Thái/AMRY.KL,AMRY.KL,AmanahRaya Real Estate Investment Trust,AMRY.KL,1.0,matched
Giang/ABB.NS,ABB.NS,ABB India Ltd,ABB.NS,1.0,matched
Vân/Jolibee,Jolibee,,,0.0,unmatched
Thái/MISC.KL,MISC.KL,MISC Bhd,MISC.KL,1.0,matched
Vân/Star Media Group Bhd,Star Media Group Bhd,Star Media Group Bhd,STAR.KL,1.0000000000000002,matched
Giang/WGSR.NS,WGSR.NS,Welspun Corp Ltd,WGSR.NS,1.0,matched
Vân/PGF Capital Bhd,PGF Capital Bhd,PGF Capital Bhd,PGFC.KL,1.0,matched
Thái/EKSN.KL,EKSN.KL,Eksons Corporation Bhd,EKSN.KL,1.0,matched
Giang/NCCL.NS,NCCL.NS,NCC Ltd,NCCL.NS,1.0,matched
Dương/12. VNM,12. VNM,Vietnam Dairy Products JSC,VNM.HM,1.0,matched
Dương/180.COHA.NS,180.COHA.NS,Cohance Lifesciences Ltd,COHA.NS,1.0,matched
Vân/S P Setia Bhd,S P Setia Bhd,S P Setia Bhd,SETI.KL,1.0000000000000002,matched
Vân/Hudaco Industries Ltd,Hudaco Industries Ltd,Hudaco Industries Ltd,HDCJ.J,1.0000000000000002,matched
Giang/CHMB.NS,CHMB.NS,Chambal Fertilisers and Chemicals Ltd,CHMB.NS,1.0,matched
Thái/CBIP.KL,CBIP.KL,CB Industrial Product Holding Bhd,CBIP.KL,1.0,matched
Giang/CYIE.NS,CYIE.NS,Cyient Ltd,CYIE.NS,1.0,matched
Vân/Hengyuan Refining Company Bhd,Hengyuan Refining Company Bhd,Hengyuan Refining Company Bhd,HENY.KL,1.0000000000000002,matched
Thái/BATO.KL,BATO.KL,British American Tobacco (Malaysia) Bhd,BATO.KL,1.0,matched
Vân/Luxchem Corporation Bhd,Luxchem Corporation Bhd,Luxchem Corporation Bhd,LCBH.KL,1.0000000000000002,matched
Giang/ENGI.NS,ENGI.NS,Engineers India Ltd,ENGI.NS,1.0,matched
Thái/SCGB.KL,SCGB.KL,SCGM Bhd,SCGB.KL,1.0,matched
Vân/Harmony Gold Mining Company Ltd,Harmony Gold Mining Company Ltd,Harmony Gold Mining Company Ltd,HARJ.J,1.0000000000000002,matched
Thái/IFCA.KL,IFCA.KL,IFCA MSC Bhd,IFCA.KL,1.0,matched
Dương/170.SAFA.NS,170.SAFA.NS,Safari Industries (India) Ltd,SAFA.NS,1.0,matched
Vân/City Lodge Hotels Ltd,City Lodge Hotels Ltd,City Lodge Hotels Ltd,CLHJ.J,1.0000000000000002,matched
Giang/GRPL.NS,GRPL.NS,Greenply Industries Ltd,GRPL.NS,1.0,matched
Thái/LTER.KL,LTER.KL,Luster Industries Bhd,LTER.KL,1.0,matched
Thái/SCGM.KL,SCGM.KL,SCGM Bhd,SCGB.KL,0.20199309249791833,unmatched
Thái/KWNF.KL,KWNF.KL,Kawan Food Bhd,KWNF.KL,1.0,matched
Thái/MILU.TV,MILU.TV,Dish TV India Ltd,DSTV.NS,0.1362763414390864,unmatched
Giang/EICH.NS,EICH.NS,Eicher Motors Ltd,EICH.NS,1.0,matched
Thái/MITR.KL,MITR.KL,Mitrajaya Holdings Bhd,MITR.KL,1.0,matched
Giang/PROC.NS,PROC.NS,Procter & Gamble Hygiene and Health Care Ltd,PROC.NS,1.0,matched
Dương/CHPA.NS,CHPA.NS,Chemplast Sanmar Ltd,CHPA.NS,1.0,matched
Thái/BDBS.KL,BDBS.KL,Bina Darulaman Bhd,BDBS.KL,1.0,matched
Dương/98. MGAS,98. MGAS,Mahanagar Gas Ltd,MGAS.NS,1.0,matched
Vân/Invicta Holdings Ltd,Invicta Holdings Ltd,Invicta Holdings Ltd,IVTJ.J,1.0000000000000002,matched
Giang/CAST.NS,CAST.NS,Castrol India Ltd,CAST.NS,1.0,matched
Giang/NIIT.NS,NIIT.NS,NIIT Ltd,NIIT.NS,1.0,matched
Thái/HEVE.KL,HEVE.KL,HeveaBoard Bhd,HEVE.KL,1.0,matched
Vân/Tomypak Holdings Bhd,Tomypak Holdings Bhd,Tomypak Holdings Bhd,TOMY.KL,1.0000000000000002,matched
Thái/NHFH.KL,NHFH.KL,New Hoong Fatt Holdings Bhd,NHFH.KL,1.0,matched
Dương/203 +ISGE.NS,203 +ISGE.NS,Isgec Heavy Engineering Ltd,ISGE.NS,1.0,matched
Thái/PARW.KL,PARW.KL,Parkwood Holdings Bhd,PARW.KL,1.0,matched
Dương/216 + CART.NS,216 + CART.NS,Cartrade Tech Ltd,CART.NS,1.0,matched
Giang/BAJE.NS,BAJE.NS,Bharat Electronics Ltd,BAJE.NS,1.0,matched
Vân/SLP Resources Bhd,SLP Resources Bhd,SLP Resources Bhd,SLPB.KL,1.0,matched
Thái/PHMA.KL,PHMA.KL,Pharmaniaga Bhd,PHMA.KL,1.0,matched
Vân/Wasco Bhd,Wasco Bhd,Wasco Bhd,WASC.KL,1.0000000000000002,matched
Vân/Attacq Ltd,Attacq Ltd,Attacq Ltd,ATTJ.J,1.0,matched
Thái/HEXI.KL,HEXI.KL,Hextar Retail Bhd,HEXI.KL,1.0,matched
Giang/IFBI.NS,IFBI.NS,IFB Industries Ltd,IFBI.NS,1.0,matched
Vân/Altron Ltd,Altron Ltd,Altron Ltd,AELJ.J,1.0,matched
Thái/HTVE.KL,HTVE.KL,Hiap Teck Venture Bhd,HTVE.KL,1.0,matched
Giang/STYE.NS,STYE.NS,Styrenix Performance Materials Ltd,STYE.NS,1.0,matched
Vân/Taliworks Corporation Bhd,Taliworks Corporation Bhd,Taliworks Corporation Bhd,TWRK.KL,1.0000000000000002,matched
Vân/Unisem (M) Bhd,Unisem (M) Bhd,Unisem (M) Bhd,UNSM.KL,1.0000000000000002,matched
Vân/Wilcon Depot Inc,Wilcon Depot Inc,Wilcon Depot Inc,WLCON.PS,1.0000000000000002,matched
Dương/115. GODE,115. GODE,Godrej Agrovet Ltd,GODE.NS,1.0,matched
Dương/146.BORO.NS,146.BORO.NS,Borosil Renewables Ltd,BORO.NS,1.0,matched
Dương/73. HAPL,73. HAPL,Hatsun Agro Product Ltd,HAPL.NS,1.0,matched
Vân/Astral Foods Ltd,Astral Foods Ltd,Astral Foods Ltd,ARLJ.J,1.0000000000000002,matched
Thái/MBMR.KL,MBMR.KL,MBM Resources Bhd,MBMR.KL,1.0,matched
Dương/57. SEIN,57. SEIN,Schneider Electric Infrastructure Ltd,SEIN.NS,1.0,matched
Vân/XOX Networks Bhd,XOX Networks Bhd,XOX Bhd,XOXB.KL,1.0,matched
Giang/CCLP.NS,CCLP.NS,CCL Products (India) Ltd,CCLP.NS,1.0,matched
Giang/BOSH.NS,BOSH.NS,Bosch Ltd,BOSH.NS,1.0,matched
Giang/NAVN.NS,NAVN.NS,Navneet Education Ltd,NAVN.NS,1.0,matched
Vân/Marine & General Bhd,Marine & General Bhd,Marine & General Bhd,MARI.KL,1.0000000000000002,matched
Vân/Iskandar Waterfront City Bhd,Iskandar Waterfront City Bhd,Iskandar Waterfront City Bhd,IWCI.KL,1.0000000000000002,matched
Giang/SNDO.NS,SNDO.NS,Sundrop Brands Ltd,SNDO.NS,1.0,matched
Giang/ATLP.NS,ATLP.NS,Atul Ltd,ATLP.NS,1.0,matched
Giang/EMAM.NS,EMAM.NS,Emami Ltd,EMAM.NS,1.0,matched
Thái/APER.KL,APER.KL,Apex Healthcare Bhd,APER.KL,1.0,matched
Thái/CAPI.KL,CAPI.KL,Capital A Berhad,CAPI.KL,1.0,matched
Dương/81. AVNT,81. AVNT,Avanti Feeds Ltd,AVNT.NS,1.0,matched
Dương/PRAF.NS,PRAF.NS,Paras Defence and Space Technologies Ltd,PRAF.NS,1.0,matched
Thái/CHIN.KL,CHIN.KL,Chin Hin Group Property Bhd,CHIN.KL,1.0,matched
Giang/IGAS.NS,IGAS.NS,Indraprastha Gas Ltd,IGAS.NS,1.0,matched
Thái/KLCC.KL,KLCC.KL,KLCCP Stapled Group,KLCC.KL,1.0,matched
Thái/ASIA.KL,ASIA.KL,Asia Brands Bhd,ASIA.KL,1.0,matched
Giang/HROM.NS,HROM.NS,Hero MotoCorp Ltd,HROM.NS,1.0,matched
Vân/Golden Land Bhd,Golden Land Bhd,Golden Land Bhd,GOLD.KL,1.0000000000000002,matched
Giang/INFY.NS,INFY.NS,Infosys Ltd,INFY.NS,1.0,matched
Dương/107. LTIM,107. LTIM,LTIMindtree Ltd,LTIM.NS,1.0,matched
Dương/213 + SAPI.NS,213 + SAPI.NS,Sapphire Foods India Ltd,SAPI.NS,1.0,matched
Giang/NAFT.NS,NAFT.NS,National Fertilizers Ltd,NAFT.NS,1.0,matched
Giang/DSTV.NS,DSTV.NS,Dish TV India Ltd,DSTV.NS,1.0,matched
Thái/FIAM.KL,FIAM.KL,Fiamma Holdings Bhd,FIAM.KL,1.0,matched
Giang/ZENT.NS,ZENT.NS,Zensar Technologies Ltd,ZENT.NS,1.0,matched
Dương/AIAE.NS,AIAE.NS,AIA Engineering Ltd,AIAE.NS,1.0,matched
Giang/IPCA.NS,IPCA.NS,IPCA Laboratories Ltd,IPCA.NS,1.0,matched
Dương/POWG.NS,POWG.NS,Powergrid Infrastructure Investment Trust,POWG.NS,1.0,matched
Giang/HEGL.NS,HEGL.NS,HEG Ltd,HEGL.NS,1.0,matched
Giang/MIRZ.NS,MIRZ.NS,Mirza International Ltd,MIRZ.NS,1.0,matched
Giang/GODI.NS,GODI.NS,Godrej Industries Ltd,GODI.NS,1.0,matched
Dương/80. THYO,80. THYO,Thyrocare Technologies Ltd,THYO.NS,1.0,matched
Dương/87. SHAD,87. SHAD,Sharda Motor Industries Ltd,SHAD.NS,1.0,matched
Giang/JAIC.NS,JAIC.NS,Jai Corp Ltd,JAIC.NS,1.0,matched
Giang/GILE.NS,GILE.NS,Gillette India Ltd,GILE.NS,1.0,matched
Dương/192.DELH.NS,192.DELH.NS,Delhivery Ltd,DELH.NS,1.0,matched
Dương/41. FINE,41. FINE,Fineotex Chemical Ltd,FINE.NS,1.0,matched
Giang/NMDC.NS,NMDC.NS,NMDC Ltd,NMDC.NS,1.0,matched
Dương/229 + METB.NS,229 + METB.NS,Metro Brands Ltd,METB.NS,1.0,matched
Giang/PTCI.NS,PTCI.NS,PTC India Ltd,PTCI.NS,1.0,matched
Dương/187.MAII.NS,187.MAII.NS,Max India Ltd,MAII.NS,1.0,matched
Thái/GKMS.KL,GKMS.KL,George Kent (Malaysia) Bhd,GKMS.KL,1.0,matched
Vân/Kap Ltd,Kap Ltd,Kap Ltd,KAPJ.J,1.0,matched
Giang/JYOI.NS,JYOI.NS,Jyothy Labs Ltd,JYOI.NS,1.0,matched
Thái/PHUA.KL,PHUA.KL,Poh Huat Resources Holdings Bhd,PHUA.KL,1.0,matched
Giang/AISG.NS,AISG.NS,Asahi India Glass Ltd,AISG.NS,1.0,matched
Vân/Genting Plantations Bhd,Genting Plantations Bhd,Genting Plantations Bhd,GENP.KL,1.0000000000000002,matched
Thái/PRTB.KL,PRTB.KL,PRIVASIA Technology Bhd,PRTB.KL,1.0,matched
Giang/BLDT.NS,BLDT.NS,Blue Dart Express Ltd,BLDT.NS,1.0,matched
Thái/CTPB.KL,CTPB.KL,Chin Teck Plantations Bhd,CTPB.KL,1.0,matched
Thái/DOVT.KL,DOVT.KL,D & O Green Technologies Bhd,DOVT.KL,1.0,matched
Giang/JUBA.NS,JUBA.NS,Jubilant Pharmova Ltd,JUBA.NS,1.0,matched
Giang/GRWL.NS,GRWL.NS,Garware Technical Fibres Ltd,GRWL.NS,1.0,matched
Thái/SAIH.KL,SAIH.KL,Sanichi Technology Bhd,SAIH.KL,1.0,matched
Dương/174.SHYE.NS,174.SHYE.NS,Shyam Metalics and Energy Ltd,SHYE.NS,1.0,matched
Giang/SPRC.NS,SPRC.NS,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.0,matched
Thái/BPAC.KL,BPAC.KL,Bright Packaging Industry Bhd,BPAC.KL,1.0,matched
Vân/Bloomberry Resorts Corp,Bloomberry Resorts Corp,Bloomberry Resorts Corp,BLOOM.PS,1.0000000000000002,matched
Thái/MEGA.KL,MEGA.KL,Mega First Corporation Bhd,MEGA.KL,1.0,matched
Thái/HAPS.KL,HAPS.KL,Hap Seng Consolidated Bhd,HAPS.KL,1.0,matched
Thái/RIMB.KL,RIMB.KL,Rimbunan Sawit Bhd,RIMB.KL,1.0,matched
Dương/211 + DEVY.NS,211 + DEVY.NS,Devyani International Ltd,DEVY.NS,1.0,matched
Giang/JCHA.NS,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,JCHA.NS,1.0,matched
Vân/Southern Sun Ltd,Southern Sun Ltd,Southern Sun Ltd,SSUJ.J,1.0000000000000002,matched
Thái/JAYC.KL,JAYC.KL,Jaycorp Bhd,JAYC.KL,1.0,matched
Dương/77. SYNN,77. SYNN,Syngene International Ltd,SYNN.NS,1.0,matched
Giang/BFRG.NS,BFRG.NS,Bharat Forge Ltd,BFRG.NS,1.0,matched
Giang/BION.NS,BION.NS,Biocon Ltd,BION.NS,1.0,matched
Dương/KPIE.NS,KPIE.NS,KPIT Technologies Ltd,KPIE.NS,1.0,matched
Thái/XOXT.KL,XOXT.KL,XOX Technology Bhd,XOXT.KL,1.0,matched
Thái/PTRE.KL,PTRE.KL,Petra Energy Bhd,PTRE.KL,1.0,matched
Thái/PTMR.KL,PTMR.KL,Petron Malaysia Refining & Marketing Bhd,PTMR.KL,1.0,matched
Thái/CWHB.KL,CWHB.KL,Chin Well Holdings Bhd,CWHB.KL,1.0,matched
Vân/TASCO Bhd,TASCO Bhd,TASCO Bhd,TASC.KL,1.0000000000000002,matched
Dương/49. FLTX,49. FLTX,Filatex India Ltd,FLTX.NS,1.0,matched
Giang/GHCH.NS,GHCH.NS,GHCL Ltd,GHCH.NS,1.0,matched
Giang/ELST.NS,ELST.NS,Electrosteel Castings Ltd,ELST.NS,1.0,matched
Dương/226  + LATN.NS,226  + LATN.NS,Latent View Analytics Ltd,LATN.NS,1.0,matched
Vân/Tiger Brands Ltd,Tiger Brands Ltd,Tiger Brands Ltd,TBSJ.J,1.0000000000000002,matched
Giang/KRBR.NS,KRBR.NS,Kirloskar Brothers Ltd,KRBR.NS,1.0,matched
Giang/EIHO.NS,EIHO.NS,EIH Ltd,EIHO.NS,1.0,matched
Thái/CTAL.KL,CTAL.KL,Coastal Contracts Bhd,CTAL.KL,1.0,matched
Thái/PTAR.KL,PTAR.KL,Prestar Resources Bhd,PTAR.KL,1.0,matched
Dương/69. HIAE,69. HIAE,Hindustan Aeronautics Ltd,HIAE.NS,1.0,matched
Vân/W T K Holdings Bhd,W T K Holdings Bhd,W T K Holdings Bhd,WTKH.KL,1.0000000000000002,matched
Vân/Ancom Logistics Bhd,Ancom Logistics Bhd,Ancom Logistics Bhd,ANCO.KL,1.0000000000000002,matched
Vân/Kelington Group Bhd,Kelington Group Bhd,Kelington Group Bhd,KELG.KL,1.0000000000000002,matched
Giang/BRTI.NS,BRTI.NS,Bharti Airtel Ltd,BRTI.NS,1.0,matched
Vân/POS Malaysia Bhd,POS Malaysia Bhd,Pos Malaysia Bhd,PSHL.KL,1.0000000000000002,matched
Dương/184.BORS.NS,184.BORS.NS,Borosil Ltd,BORS.NS,1.0,matched
Vân/Mikro MSC Bhd,Mikro MSC Bhd,Malaysia Smelting Corporation Bhd,MSCB.KL,1.0,matched
Dương/218 + RATE.NS,218 + RATE.NS,Rategain Travel Technologies Ltd,RATE.NS,1.0,matched
Dương/233  + IONX.NS,233  + IONX.NS,Ion Exchange (India) Ltd,IONX.NS,1.0,matched
Giang/KVRI.NS,KVRI.NS,Kaveri Seed Company Ltd,KVRI.NS,1.0,matched
Vân/Ta Win Holdings Bhd,Ta Win Holdings Bhd,Ta Win Holdings Bhd,TWHB.KL,1.0000000000000002,matched
Vân/Yinson Holdings Berhad,Yinson Holdings Berhad,Yinson Holdings Berhad,YINS.KL,1.0000000000000002,matched
Thái/GADA.KL,GADA.KL,Gadang Holdings Bhd,GADA.KL,1.0,matched
Thái/JHMC.KL,JHMC.KL,JHM Consolidation Bhd,JHMC.KL,1.0,matched
Dương/177.MINS.NS,177.MINS.NS,Mindspace Business Parks REIT,MINS.NS,1.0,matched
Giang/VODA.NS,VODA.NS,Vodafone Idea Ltd,VODA.NS,1.0,matched
Thái/ESCM.KL,ESCM.KL,ES Ceramics Technology Bhd,ESCM.KL,1.0,matched
Giang/MRF.NS,MRF.NS,MRF Ltd,MRF.NS,1.0,matched
Giang/COLG.NS,COLG.NS,Colgate-Palmolive (India) Ltd,COLG.NS,1.0,matched
Vân/Burstone Group Ltd,Burstone Group Ltd,Burstone Group Ltd,BTNJ.J,1.0000000000000002,matched
Dương/68. ADEN,68. ADEN,Advanced Enzyme Technologies Ltd,ADEN.NS,1.0,matched
Dương/138. HGIN,138. HGIN,HG Infra Engineering Ltd,HGIN.NS,1.0,matched
Giang/GESC.NS,GESC.NS,Great Eastern Shipping Company Ltd,GESC.NS,1.0,matched
Giang/CNTP.NS,CNTP.NS,Century Plyboards (India) Ltd,CNTP.NS,1.0,matched
Vân/Grand Parade Investments Ltd,Grand Parade Investments Ltd,Grand Parade Investments Ltd,GPLJ.J,1.0000000000000002,matched
Dương/114. ERIS,114. ERIS,Eris Lifesciences Ltd,ERIS.NS,1.0,matched
Giang/JAPR.NS,JAPR.NS,Jaiprakash Power Ventures Ltd,JAPR.NS,1.0,matched
Thái/HUMC.KL,HUMC.KL,Hume Cement Industries Bhd,HUMC.KL,1.0,matched
Thái/BGRO.KL,BGRO.KL,Berjaya Corporation Bhd,BGRO.KL,1.0,matched
Giang/ACEL.NS,ACEL.NS,Action Construction Equipment Ltd,ACEL.NS,1.0,matched
Dương/91. QUEC,91. QUEC,Quess Corp Ltd,QUEC.NS,1.0,matched
Vân/Tanco Holdings Bhd,Tanco Holdings Bhd,Tanco Holdings Bhd,TANC.KL,1.0000000000000002,matched
Dương/132. TBEI,132. TBEI,Tube Investments of India Ltd,TBEI.NS,1.0,matched
Giang/COFO.NS,COFO.NS,Coforge Ltd,COFO.NS,1.0,matched
Thái/KLKK.KL,KLKK.KL,Kuala Lumpur Kepong Bhd,KLKK.KL,1.0,matched
Dương/101. LAUL,101. LAUL,Laurus Labs Ltd,LAUL.NS,1.0,matched
Dương/50. ALEM,50. ALEM,Alembic Pharmaceuticals Ltd,ALEM.NS,1.0,matched
Dương/46. VST,46. VST,VST Tillers Tractors Ltd,VST.NS,1.0,matched
Dương/61. INUS,61. INUS,Indus Towers Ltd,INUS.NS,1.0,matched
Dương/ARTI.NS,ARTI.NS,Aarti Industries Ltd,ARTI.NS,1.0,matched
Vân/PPB Group,PPB Group,PPB Group Bhd,PEPT.KL,0.5797386715376658,matched
Vân/AECI Ltd,AECI Ltd,AECI Ltd,AFEJ.J,1.0,matched
Thái/QRES.KL,QRES.KL,QL Resources Bhd,QRES.KL,1.0,matched
Thái/CABC.KL,CABC.KL,CAB Cakaran Corporation Bhd,CABC.KL,1.0,matched
Giang/ITC.NS,ITC.NS,ITC Ltd,ITC.NS,1.0,matched
Vân/Aboitiz,Aboitiz,Aboitiz Equity Ventures Inc,AEV.PS,0.3032160644503863,matched
Vân/Ta Ann Holdings Bhd,Ta Ann Holdings Bhd,Ta Ann Holdings Bhd,TAAN.KL,1.0000000000000002,matched
Giang/NTPC.NS,NTPC.NS,NTPC Ltd,NTPC.NS,1.0,matched
Thái/DEHB.KL,DEHB.KL,Dayang Enterprise Holdings Bhd,DEHB.KL,1.0,matched
Giang/CERA.NS,CERA.NS,Cera Sanitaryware Ltd,CERA.NS,1.0,matched
Vân/Wilson Bayly Holmes - Ovcon Ltd,Wilson Bayly Holmes - Ovcon Ltd,Wilson Bayly Holmes - Ovcon Ltd,WBOJ.J,1.0000000000000002,matched
Thái/AEOM.KL,AEOM.KL,AEON CO (M) Bhd,AEOM.KL,1.0,matched
Dương/STEN.NS,STEN.NS,Sterling and Wilson Renewable Energy Ltd,STEN.NS,1.0,matched
